OP1;OP2;ECH;PER;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O50;O51;O52;O53;O34;O35;O36;O40A;O40B;O40C;O41A;O41B;O41C;O42A;O42B;O42C;COEO;OR1;OR2A;OR2B;OR3;OR4;OR5A;OR5B;OR5C;OR5D;O43A;O43B;O43C;OFIN
5;1440;0086;01;1;1;1;1;1;1;1;6;1;2;2;2;2;1;1;1;1;1;1;3;2;3;3;3;2;01;06;13;10;22;28;04;09;29;139.3175;1;1;2;3;3;1;1;2;1;04;08;17;0
5;1440;0089;01;1;1;1;1;1;1;1;4;1;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;10;03;01;16;10;03;01;03;17;144.6815;;3;;1;2;1;1;1;1;03;11;17;0
5;1440;0058;01;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;8;1;2;1;1;2;2;1;03;01;;25;22;37;23;;;69.65875;1;1;0;4;;2;1;1;1;03;11;17;0
5;1440;0073;01;1;1;1;1;1;1;1;6;1;1;2;2;3;1;1;1;1;9;1;1;2;1;2;2;1;03;01;10;32;26;38;09;04;15;71.91789;1;2;0;1;3;3;1;1;1;07;17;13;0
5;1440;0076;01;1;1;2;1;1;1;1;4;2;2;1;2;2;1;1;1;1;7;2;1;2;2;2;1;1;01;22;16;02;27;21;26;17;29;130.2548;;1;0;4;;2;1;2;1;16;29;33;0
5;1440;0080;03;1;1;1;1;2;1;1;4;1;1;1;1;2;2;1;1;1;7;1;1;2;2;1;1;1;01;03;07;03;26;36;17;01;18;302.8204;2;1;2;4;;2;1;1;2;03;10;07;0
5;1440;0084;02;1;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;8;1;2;2;2;1;1;1;01;06;08;26;32;34;03;04;25;117.0314;1;3;;4;;3;2;1;1;21;05;12;0
5;1440;0085;01;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;8;1;1;2;2;1;1;2;04;13;22;02;09;16;17;11;21;139.3175;2;1;2;4;;0;0;0;0;09;14;05;0
5;1440;0015;02;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;6;2;1;2;2;2;1;2;03;10;;21;;;17;15;;174.3232;;3;;4;;1;1;1;1;17;15;;0
5;1440;0030;01;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;9;1;3;1;3;3;2;2;03;16;18;04;10;23;04;36;25;289.3631;1;1;2;4;;1;1;1;2;17;14;04;0
5;1440;0036;01;2;2;1;2;1;1;1;3;2;2;1;2;2;1;2;2;2;6;2;1;2;1;1;1;1;24;03;;03;13;22;17;;;121.7709;;3;;4;;1;2;1;1;13;09;;0
5;1440;0072;01;1;1;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;7;2;1;2;2;1;1;1;03;10;13;03;16;18;29;36;07;71.91789;;3;;4;;3;2;1;2;04;11;12;0
5;1440;0096;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;8;1;1;1;2;2;2;2;01;06;11;10;16;22;15;17;29;307.2838;2;2;0;4;;1;1;1;1;02;05;11;0
5;1440;0102;01;1;1;2;1;1;1;1;7;1;1;1;2;2;1;1;1;1;6;2;1;1;1;1;1;1;01;13;14;21;34;26;25;17;04;71.91789;1;3;;4;;2;1;1;2;03;17;04;0
5;1440;0017;01;1;1;1;1;1;1;1;4;1;2;1;2;3;1;1;1;1;7;1;2;2;1;1;1;1;01;;;22;21;;15;;;58.51571;1;1;0;3;1;2;1;2;2;17;;;0
5;1440;0033;01;1;1;2;1;2;1;1;6;1;2;1;2;2;2;1;1;1;1;1;1;2;2;3;1;2;13;;;03;;;17;;;115.4804;;3;;4;;2;2;2;2;17;;;0
5;1440;0041;01;1;1;1;1;1;1;1;7;1;2;1;1;2;1;1;1;1;8;1;1;2;3;1;1;1;03;06;05;34;31;10;03;06;16;115.4804;;3;;4;;3;1;3;1;02;13;17;0
5;1440;0060;02;1;1;1;1;1;1;3;6;1;1;1;1;3;3;2;1;1;1;1;1;2;1;1;1;2;03;06;24;09;21;24;04;08;15;174.3232;1;1;2;4;;3;1;3;1;08;17;04;0
5;1440;0062;01;1;1;1;1;1;1;1;7;1;1;2;2;2;2;1;1;1;8;2;2;1;2;2;2;1;15;10;24;09;29;24;08;17;10;71.91789;;3;;4;;3;1;1;1;17;10;11;0
5;1440;0083;02;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;03;01;06;24;07;36;15;17;04;117.0314;1;2;0;4;;3;1;3;2;17;12;04;0
5;1440;0087;02;1;1;1;1;1;1;1;1;1;2;2;2;2;1;3;1;1;6;1;1;2;2;1;1;1;03;13;01;02;10;18;25;21;32;164.3317;;1;2;2;2;3;2;1;1;07;21;29;0
5;1440;0003;01;1;1;1;1;1;1;1;3;1;2;2;2;2;1;1;1;1;7;1;1;1;2;1;2;2;13;03;16;03;10;35;17;04;;117.0314;1;1;0;4;;3;1;2;1;29;23;;0
5;1440;0016;03;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;3;1;2;06;24;;03;22;26;04;01;25;403.7606;1;1;0;4;;2;1;2;2;21;29;17;0
5;1440;0069;02;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;32;22;03;34;31;04;29;04;17;289.3631;1;1;2;3;1;2;1;2;1;17;04;;0
5;1440;0095;02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;13;03;05;03;13;06;17;03;18;218.8369;2;3;;1;1;3;1;1;1;11;14;17;0
5;1440;0002;01;1;1;1;1;1;1;1;7;2;1;2;3;3;1;1;1;1;6;2;1;2;2;2;2;1;01;27;24;21;37;02;03;04;21;58.51571;;1;0;2;2;0;0;0;0;05;17;14;0
5;1440;0007;01;1;1;1;1;1;1;1;6;2;2;1;1;1;2;1;1;1;4;2;1;2;1;2;1;1;22;;;27;;;25;;;117.0314;;2;1;3;1;2;1;2;1;13;17;;0
5;1440;0039;02;1;1;1;1;2;1;2;6;1;2;1;2;1;1;1;1;2;1;2;1;2;2;1;1;1;01;03;13;03;01;02;17;;;117.0314;3;1;0;4;;2;1;1;1;17;02;;0
5;1440;0066;02;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;8;1;1;1;1;2;2;2;03;22;13;22;10;13;04;03;17;174.3232;1;1;2;1;1;3;1;2;2;17;13;11;0
5;1440;0082;01;1;1;1;1;1;1;1;6;2;2;2;2;3;1;1;2;2;6;1;1;2;2;1;1;1;03;01;13;10;03;27;17;23;21;186.2204;3;2;0;4;;1;1;1;1;11;21;16;0
5;1440;0088;02;1;3;1;1;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;2;1;1;1;2;2;05;03;22;03;24;31;02;10;17;117.0314;3;3;;2;1;3;2;2;1;17;21;29;0
5;1440;0018;02;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;7;1;1;2;2;1;1;1;06;10;24;29;21;35;04;11;15;139.3175;1;3;;4;;1;2;2;1;04;17;08;0
5;1440;0025;02;2;1;2;1;1;1;1;6;1;2;1;2;2;1;1;1;1;1;1;1;2;2;2;1;1;16;;;16;;;36;;;130.2548;;1;2;4;;2;1;1;2;03;;;0
5;1440;0049;01;2;2;2;2;1;1;1;6;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;03;10;01;21;02;10;03;02;04;94.49768;1;1;2;2;2;0;0;0;0;04;03;17;0
5;1440;0056;01;1;1;1;1;1;1;1;6;1;2;1;2;2;1;1;2;2;7;2;1;2;2;1;1;1;01;07;24;03;10;25;04;17;18;147.7880;2;1;2;4;;2;1;1;1;02;17;11;0
5;1440;0065;01;1;1;1;1;2;1;1;6;1;1;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;25;;;03;13;;16;25;03;81.59854;;1;2;4;;3;1;1;1;13;17;16;0
5;1440;0094;01;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;8;2;3;2;2;3;2;1;07;06;03;37;;;25;;;73.89402;;1;2;4;;2;2;2;0;29;;;0
5;1440;0107;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;9;1;2;1;1;1;2;1;03;32;22;03;21;10;11;04;02;186.2204;1;1;2;4;;3;1;1;2;17;15;11;0
5;1440;0048;01;1;1;1;1;1;1;1;7;1;1;2;2;2;1;1;1;1;8;1;1;1;3;2;3;1;07;10;22;27;10;21;04;15;02;147.7880;;1;2;4;;3;1;2;2;08;04;21;0
5;1450;0001;01;1;1;1;1;1;1;1;5;1;2;1;2;2;1;1;1;1;9;1;2;2;1;1;2;2;03;06;05;21;25;;33;;;47.10559;1;1;0;4;;3;1;2;2;10;;;0
5;1450;0016;01;2;2;1;1;1;1;1;6;2;1;1;3;3;1;2;1;1;8;2;1;2;2;1;1;1;03;22;06;03;02;;03;;;75.43000;3;2;0;4;;2;2;2;1;11;;;0
5;1450;0018;01;1;1;1;1;1;1;1;7;1;2;1;1;1;1;1;2;1;7;2;1;2;2;2;2;2;01;13;25;22;03;32;13;15;17;150.8600;;1;0;4;;3;1;2;1;13;11;05;0
5;1450;0033;01;2;2;2;1;3;2;2;4;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;1;05;03;13;25;22;;;;;104.3680;1;2;0;4;;3;1;2;2;17;25;;0
5;1450;0035;02;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;9;2;1;1;1;2;2;1;03;;;01;04;;01;04;;282.8695;3;3;;4;;2;1;1;2;04;;;0
5;1450;0050;01;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;9;3;3;1;3;1;1;1;01;06;16;03;;;02;05;;75.43000;1;1;0;4;;2;2;2;1;31;23;21;0
5;1450;0091;03;1;1;1;1;1;1;1;6;1;2;1;2;2;1;1;2;1;6;1;2;2;2;1;1;1;03;07;22;03;32;37;02;04;25;226.2900;;1;2;4;;3;2;3;3;09;01;25;0
5;1450;0099;01;1;1;2;1;1;1;1;6;1;2;1;1;1;1;1;1;1;4;2;1;2;1;2;2;1;01;24;25;01;03;04;17;11;04;126.7935;1;2;0;4;;1;2;3;1;10;13;16;0
5;1450;0102;01;1;1;1;1;1;1;1;6;1;2;1;1;2;1;1;1;1;6;1;1;1;1;1;1;1;24;32;22;02;04;05;17;21;04;54.11515;;1;0;3;2;3;1;1;1;15;17;04;0
5;1450;0104;01;1;1;1;1;1;1;1;6;1;2;1;1;2;1;1;1;1;7;1;1;1;1;1;1;1;01;22;06;02;04;21;17;16;02;54.11515;;1;0;4;;3;1;1;1;15;17;04;0
5;1450;0105;01;1;1;1;1;1;1;1;6;1;3;1;1;2;1;1;2;2;6;2;1;2;1;1;1;3;24;01;02;02;04;05;17;03;04;145.6610;;1;0;4;;1;1;1;1;04;17;02;0
5;1450;0110;01;1;1;1;1;3;1;1;1;1;2;1;2;2;3;1;1;1;3;2;1;2;1;1;3;1;24;25;22;04;02;05;17;02;04;103.6716;;2;0;3;3;1;2;1;1;17;15;03;0
5;1450;0121;01;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;8;1;2;1;2;2;2;2;01;10;22;04;26;02;02;08;21;119.8986;1;1;2;4;;1;2;2;3;21;15;04;0
5;1450;0122;03;1;1;1;1;1;1;1;6;1;2;1;2;2;1;1;1;1;3;2;1;2;1;2;1;1;01;03;13;03;10;18;25;38;21;558.4950;;2;0;4;;3;1;1;2;10;13;17;0
5;1450;0128;02;1;1;1;3;3;1;1;1;1;1;1;1;2;2;1;1;1;7;3;1;2;2;2;1;1;01;03;07;23;34;27;04;11;15;229.6969;;2;0;4;;1;1;1;3;17;04;12;0
5;1450;0025;01;2;1;3;1;1;3;1;2;2;2;1;3;3;1;1;1;2;8;2;1;2;2;1;1;2;03;01;24;03;10;13;04;17;08;54.11515;2;1;0;4;;3;2;2;2;02;08;21;0
5;1450;0029;01;1;1;1;1;1;1;1;6;1;1;1;3;3;1;1;1;1;8;1;1;2;1;2;1;1;06;01;22;22;03;10;10;17;08;126.7935;1;3;;1;2;0;0;0;0;17;11;13;0
5;1450;0053;01;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;9;2;2;1;2;1;2;1;10;27;07;21;03;33;17;14;25;170.8366;1;1;0;4;;3;1;2;2;21;17;31;0
5;1450;0063;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;27;22;;22;;;25;;;127.6706;1;2;0;4;;3;2;2;1;13;11;12;0
5;1450;0014;01;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;7;1;1;2;2;3;1;1;06;10;16;31;35;03;04;11;15;54.11515;2;1;2;4;;3;1;1;3;11;07;02;0
5;1450;0032;01;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;8;1;1;2;1;1;1;1;03;22;06;25;21;28;12;11;04;127.6706;;2;0;4;;0;0;0;0;29;17;11;0
5;1450;0061;01;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;3;2;2;2;3;1;02;11;12;22;32;34;17;03;12;54.11515;3;3;;1;1;1;2;2;1;12;17;13;0
5;1450;0083;01;1;1;1;1;1;2;2;2;1;1;1;1;2;1;2;2;3;1;1;1;1;1;2;3;1;10;15;11;01;02;16;03;17;18;54.11515;2;1;2;2;2;2;2;1;1;21;17;02;0
5;1450;0119;01;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;7;2;1;2;1;2;1;1;03;10;16;11;06;03;04;08;17;52.18403;;3;;4;;1;1;1;1;17;09;13;0
5;1450;0007;01;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;01;31;10;01;03;10;04;03;17;47.10559;1;3;;4;;2;1;1;1;09;11;13;0
5;1450;0011;01;1;1;2;1;2;1;1;1;1;2;1;2;2;1;1;1;1;6;1;1;2;1;1;2;2;06;04;22;02;03;;03;21;;103.6716;;3;;4;;1;1;1;1;11;12;;0
5;1450;0027;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;2;2;1;03;;;27;;;15;;;47.10559;;3;;4;;1;1;1;1;17;;;0
5;1450;0034;01;1;1;2;1;1;3;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;3;1;1;1;22;;;10;03;01;17;25;;103.6716;;3;;4;;2;2;2;1;17;13;04;0
5;1450;0040;01;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;2;2;3;1;1;1;03;13;;03;13;34;03;01;32;103.6716;;3;;4;;3;1;1;1;29;25;04;0
5;1450;0060;01;1;1;2;1;1;1;1;4;1;1;1;3;1;1;1;1;1;5;1;1;2;2;2;1;1;03;10;06;27;03;32;15;17;26;52.18403;2;2;0;4;;3;1;1;1;10;03;26;0
5;1450;0064;01;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;7;2;1;1;3;1;2;1;13;01;06;10;34;26;04;11;15;47.10559;1;3;;4;;2;1;2;1;14;17;13;0
5;1450;0070;01;1;1;1;1;1;1;1;5;1;1;1;2;2;1;1;3;1;1;3;1;2;1;3;1;3;01;03;24;11;16;12;05;07;03;127.6706;;3;;4;;0;0;0;0;17;15;10;0
5;1450;0082;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;3;2;1;3;1;1;03;07;11;10;;;17;;;103.6716;;3;;4;;2;2;3;2;13;25;17;0
5;1450;0062;01;1;2;1;1;1;2;1;1;2;2;2;1;2;1;3;3;3;4;3;1;2;2;1;1;3;03;10;22;10;13;32;13;01;18;88.45599;2;1;2;3;2;0;0;0;0;29;21;02;0
5;1450;0090;01;1;1;1;1;1;1;1;7;1;2;2;2;2;2;2;2;1;1;1;3;2;2;2;1;3;01;07;;10;22;06;17;04;;47.10559;;3;;4;;0;0;0;0;03;04;;0
5;1450;0107;01;1;1;1;1;1;1;1;1;1;3;1;3;2;1;1;3;2;6;1;1;1;1;1;1;1;24;01;03;02;04;05;17;15;04;75.43000;;3;;4;;3;1;1;1;04;02;17;0
5;1450;0125;01;1;1;2;1;1;1;1;4;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;2;07;10;22;01;05;13;23;31;37;59.94930;;3;;4;;0;0;0;0;01;29;27;0
5;1450;0126;01;1;1;1;1;1;1;1;4;1;1;1;2;3;1;1;1;1;7;1;1;2;1;2;2;1;03;11;16;10;07;04;02;04;11;253.5870;2;1;2;4;;1;1;1;1;04;02;11;0
5;1450;0024;02;1;1;2;1;1;1;1;7;3;2;1;2;2;2;2;2;1;3;1;1;2;3;1;2;1;03;;;21;34;;17;;;229.6969;;3;;4;;2;2;2;2;17;;;0
5;1450;0036;01;1;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;7;2;1;2;2;1;1;1;01;07;18;02;04;09;04;18;29;282.8695;;2;0;4;;3;1;1;1;04;08;29;0
5;1450;0043;01;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;1;4;2;1;2;1;2;1;1;24;25;31;35;22;31;01;17;18;88.45599;2;1;2;2;2;2;1;1;2;02;04;17;0
5;1450;0055;01;1;1;2;1;1;1;1;6;1;1;1;2;2;1;1;1;1;8;1;1;1;1;1;3;1;13;22;;06;03;25;22;04;25;229.6969;;3;;4;;3;2;2;1;11;12;;0
5;1450;0086;01;1;1;1;1;1;1;1;4;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;1;2;03;06;10;02;04;13;04;08;17;126.7935;1;3;;1;1;1;1;1;1;03;14;08;0
5;1450;0096;01;1;3;3;3;1;1;1;5;1;1;2;2;1;1;3;1;1;1;3;3;2;1;3;2;1;10;03;01;04;26;32;04;11;36;88.45599;1;3;;4;;3;1;2;3;21;09;18;0
5;1450;0113;01;1;1;1;1;1;1;1;3;3;2;1;1;1;1;1;1;3;3;2;1;2;2;1;1;2;03;07;10;04;38;31;04;03;17;88.45599;2;2;0;2;1;2;1;2;3;02;04;21;0
5;1450;0118;02;1;1;1;1;1;1;1;4;1;1;1;2;2;1;1;2;2;3;1;2;1;2;2;1;1;01;03;24;03;28;32;15;14;11;170.8366;2;2;0;4;;2;1;1;2;11;16;12;0
5;1450;0124;01;1;1;1;1;3;1;1;6;1;1;1;3;3;3;1;1;1;9;1;1;1;3;2;2;2;01;06;03;21;28;32;04;11;17;119.8986;3;1;2;4;;1;1;1;1;11;17;09;0
5;1450;0067;02;1;1;1;1;1;1;1;7;1;1;3;3;2;1;1;1;1;9;1;3;1;1;2;2;3;01;04;16;02;04;16;17;15;21;119.8986;;1;0;4;;0;0;0;0;17;04;03;0
5;1450;0068;01;1;1;1;1;1;1;1;4;1;3;2;1;1;1;2;1;1;1;1;2;1;1;2;2;2;03;06;16;13;37;22;25;15;17;253.5870;2;3;;4;;3;1;1;1;13;15;21;0
5;1450;0069;01;1;1;1;1;1;1;1;7;1;1;1;1;3;1;1;1;1;6;1;1;2;2;2;1;1;09;03;15;26;28;10;15;12;17;104.3680;2;3;;4;;3;1;2;1;15;12;17;0
5;1450;0074;01;1;1;1;1;1;1;1;6;1;2;1;2;2;1;1;3;1;6;2;1;2;2;1;2;1;13;07;24;03;10;22;04;02;15;119.8986;;1;2;4;;2;1;2;2;17;11;12;0
5;1450;0017;01;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;7;1;3;2;2;3;2;2;03;;;03;04;;04;17;;88.45599;3;1;0;4;;0;0;0;0;21;11;;0
5;1450;0038;01;1;1;2;1;1;1;1;1;1;2;2;3;1;1;2;1;3;5;1;2;2;3;1;3;1;06;01;;03;18;25;25;26;;54.11515;1;2;0;4;;2;3;2;2;03;17;;0
5;1450;0080;01;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;3;2;2;2;2;1;1;1;03;;;03;22;10;17;;;47.10559;;3;;4;;2;1;3;2;13;17;11;0
5;1450;0109;02;1;1;1;1;2;1;1;1;1;3;2;3;3;1;3;1;2;1;1;2;1;3;1;1;1;24;01;32;04;05;02;17;04;16;195.9848;;1;0;1;2;1;2;2;1;04;02;17;0
5;1450;0117;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;3;1;2;3;1;3;1;22;25;01;22;29;36;04;17;11;127.6706;;3;;4;;1;1;1;1;09;15;04;0
5;1450;0006;02;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;1;1;8;1;1;2;2;1;1;1;10;03;24;03;16;;04;17;;170.8366;;1;2;4;;2;1;2;1;17;02;08;0
5;1450;0010;01;1;1;1;1;3;1;1;6;1;1;1;3;3;2;1;1;1;7;1;3;1;1;3;2;2;01;03;06;21;28;32;04;17;15;47.10559;;1;0;4;;1;1;1;2;07;02;17;0
5;1450;0019;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;1;6;1;1;1;1;1;1;1;01;03;24;02;04;05;17;15;04;54.11515;;1;0;4;;1;1;1;1;04;03;17;0
5;1450;0051;02;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;6;2;1;2;1;1;1;1;03;24;;03;01;10;14;01;25;119.8986;3;2;0;3;1;3;1;2;1;11;09;17;0
5;1450;0065;01;1;1;2;1;1;1;1;7;1;1;2;1;2;1;1;1;1;6;1;2;2;2;1;1;1;06;01;;03;10;;01;17;08;47.10559;1;3;;4;;3;1;3;2;11;17;10;0
5;1450;0115;02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;32;03;01;13;03;04;04;11;17;246.5940;;1;0;4;;3;1;1;1;17;11;13;0
5;1450;0026;02;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;6;1;1;1;2;1;1;1;01;06;24;02;04;02;17;21;04;131.3190;2;1;2;3;3;1;1;1;1;17;04;14;0
5;1450;0044;01;1;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;2;2;1;1;2;24;36;22;21;32;04;04;17;38;88.45599;1;1;2;2;2;0;0;0;0;17;04;08;0
5;1450;0071;02;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;8;1;1;2;2;1;1;1;01;03;13;03;07;14;17;08;03;170.8366;3;1;0;4;;2;1;2;1;07;12;11;0
5;1450;0087;01;1;1;1;1;1;1;1;6;1;1;1;2;2;1;1;2;2;1;3;1;2;2;1;1;1;01;24;06;22;09;13;38;25;07;59.94930;;2;0;4;;3;1;1;1;03;05;17;0
5;1450;0094;01;1;1;2;3;1;1;1;6;1;1;1;2;2;2;1;1;1;1;2;1;1;1;3;1;2;27;01;;10;;;17;25;;103.6716;;3;;4;;2;2;3;2;13;25;17;0
5;1450;0100;01;1;1;1;1;1;1;1;1;1;3;3;2;2;1;1;1;1;7;1;1;2;2;1;1;1;03;24;25;03;13;10;03;25;;127.6706;;2;0;4;;3;2;2;2;13;11;;0
5;1450;0112;01;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;04;06;03;04;06;03;17;15;11;47.10559;3;3;;4;;0;0;0;0;17;15;29;0
5;1450;0106;01;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;8;1;3;1;1;1;2;1;24;32;01;02;23;04;17;02;04;103.6716;;3;;3;2;3;1;1;1;17;02;15;0
5;1450;0114;01;1;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;1;8;2;2;2;1;2;1;1;01;03;06;10;05;04;15;17;08;54.11515;2;1;0;3;3;2;1;1;1;11;17;09;0
5;1450;0123;01;1;1;1;1;1;1;1;6;1;1;3;1;3;3;1;1;1;7;1;1;2;1;2;1;1;03;07;13;04;14;13;02;04;17;170.8366;2;1;2;4;;1;1;1;3;17;21;11;0
5;1450;0131;03;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;7;1;3;2;3;3;3;3;01;11;16;22;28;36;02;11;29;357.1438;;1;0;4;;2;2;1;1;11;12;16;0
5;1450;0015;02;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;1;2;2;13;03;22;31;25;22;17;11;03;229.6969;;2;0;4;;1;2;2;3;12;17;11;0
5;1450;0045;02;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;1;3;2;1;2;1;1;1;1;05;01;22;05;35;03;03;15;16;119.8986;2;1;2;4;;0;0;0;0;11;17;15;0
5;1450;0052;01;1;1;1;1;2;1;1;6;1;1;2;1;2;2;1;1;1;7;1;1;1;1;3;2;2;03;06;16;04;26;34;03;09;15;47.10559;2;1;2;4;;1;2;1;2;12;17;11;0
5;1450;0073;01;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;01;24;32;02;21;05;17;04;16;47.10559;;1;0;4;;2;1;1;1;17;16;04;0
5;1450;0076;01;1;3;3;1;1;1;1;6;1;2;1;1;1;2;1;1;1;1;2;3;2;3;1;1;1;01;03;22;01;03;22;01;25;33;195.9848;1;3;;4;;3;2;1;1;02;11;21;0
5;1450;0084;01;1;1;2;1;1;1;1;1;1;2;1;3;3;1;1;1;1;1;2;1;2;2;1;1;1;07;22;10;10;16;21;17;25;29;103.6716;;3;;4;;3;2;2;2;29;13;10;0
5;1450;0103;01;1;1;1;1;1;1;1;1;1;3;2;3;3;1;3;1;2;1;1;2;1;3;1;1;1;01;05;24;04;02;03;17;15;02;47.10559;;1;2;1;2;1;1;1;1;15;17;04;0
5;1450;0111;02;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;2;1;2;3;2;1;2;03;01;24;04;10;03;04;15;17;148.7080;;3;;4;;0;0;0;0;04;11;17;0
5;1450;0127;01;1;1;1;1;2;1;1;6;1;1;1;1;3;3;1;1;1;7;1;1;1;2;2;2;3;01;03;07;27;28;34;02;04;08;119.8986;2;1;0;4;;1;1;1;2;17;15;11;0
5;1450;0047;01;1;1;1;1;1;1;1;6;1;3;1;2;2;3;1;1;2;7;2;1;2;2;1;1;1;10;24;;;;;25;;;104.3680;3;3;;4;;2;1;2;2;11;17;;0
5;1450;0054;01;1;1;1;1;1;2;1;5;3;3;2;1;3;1;3;1;3;4;2;1;2;3;1;1;2;01;18;03;10;35;;21;17;;88.45599;1;1;0;2;2;0;0;0;0;17;29;02;0
5;1450;0078;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;24;06;16;04;03;01;01;17;03;150.8600;2;1;0;4;;3;3;1;1;17;11;07;0
5;1450;0081;01;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;1;1;01;;;04;13;26;17;;;196.9785;;3;;4;;2;2;1;1;13;11;;0
5;1460;0017;01;1;3;2;1;2;1;1;6;1;2;1;3;3;1;1;2;1;9;2;3;3;2;2;1;1;22;01;04;22;15;;02;17;04;427.7866;1;1;0;1;2;0;0;0;0;01;02;04;0
5;1460;0068;01;1;1;1;1;1;1;1;6;1;2;1;1;2;1;1;1;1;7;1;1;2;1;1;1;1;24;32;01;04;02;05;16;17;03;258.8568;2;1;2;4;;3;1;1;1;04;17;02;0
5;1460;0051;04;1;1;3;1;1;1;1;2;1;1;1;3;3;1;1;1;1;7;2;1;2;1;1;1;1;11;17;;34;31;;17;04;29;200.7265;1;1;0;4;;3;1;2;1;21;29;;0
5;1460;0069;01;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;1;6;2;1;1;2;1;1;1;01;24;22;04;02;05;17;15;16;258.8568;;1;0;4;;2;1;1;1;04;17;02;0
5;1460;0072;01;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;7;2;1;2;2;1;1;1;24;29;;23;09;;12;17;;92.39298;1;1;2;4;;2;2;2;1;12;17;;0
