DP1;DP2;ECH;PER;NDEP;D2A;D2B;D3;D4;D5A;D5B;D6;D7;D8;D8C;D9;D11;D12;MOD;MODP;MOIP;DOIB;DIST;DISP;DFIN;D11;;
3;1530;0015;02;03;63;21;1530;0910;33;;;1530;0920;0010;1;;;21;21;21;1260;2412;2412;0;5;;6
3;1530;0015;02;04;33;;1530;1030;33;;;1530;1040;0010;1;;;21;21;21;2258;3437;3437;0;5;;6
3;1530;0015;02;05;33;;1530;1055;64;23;;1530;1105;0010;1;;;21;21;21;1005;1644;1644;0;5;;6
3;1530;0015;02;06;62;23;1530;1105;01;;;1530;1110;0005;1;;;21;21;21;1260;2412;2412;0;5;;1
3;1530;0015;02;07;01;;1530;1230;11;;;1470;1250;0020;1;;;21;21;21;3886;4536;4536;0;6;;1
3;1530;0015;02;08;11;;1470;1700;01;;;1530;1720;0020;1;;;21;21;21;3886;6965;4820;0;7;;1
3;1530;0015;03;01;01;;1530;0740;23;;;1530;0755;0015;0;;;01;01;01;870;1000;1000;0;8;;1
3;1530;0015;03;02;23;;1530;1200;01;;;1530;1215;0015;0;;;01;01;01;870;1000;1000;0;9;;1
3;1530;0015;03;03;01;;1530;1730;51;;;1530;1740;0010;1;;;22;22;22;710;1152;1152;0;5;;2
3;1530;0015;03;04;51;;1530;1930;01;;;1530;1940;0010;1;;;22;22;22;710;1146;1146;0;5;;1
3;1530;0015;04;01;01;;1530;0850;23;;;1530;0855;0005;1;;;22;22;22;1260;2108;2108;0;8;;1
3;1530;0015;04;02;23;;1530;1105;01;;;1530;1110;0005;1;;;22;22;22;1260;2412;2412;0;9;;1
3;1530;0015;05;01;54;;1470;1345;51;;;1510;1355;0010;1;;;22;22;22;1245;1937;1937;0;5;;1
3;1530;0015;05;02;51;;1510;1630;61;54;;1470;1640;0010;1;;;22;22;22;1245;1944;1944;0;5;;1
3;1530;0015;05;03;63;54;1470;1640;01;;;1530;1705;0025;1;;;22;22;22;4024;4744;4744;0;5;;1
3;1530;0096;01;01;01;;1530;0845;54;;;1540;0900;0015;1;;;21;21;21;3510;9930;1673;0;5;;3
3;1530;0096;01;02;54;;1540;1100;32;;;1531;1120;0020;1;;;21;21;21;3272;4308;4308;0;5;;3
3;1530;0096;01;03;32;;1531;1230;01;;;1530;1240;0010;1;;;21;21;21;1920;2481;2481;0;5;;1
3;1530;0096;01;04;01;;1530;1500;54;;;1530;1510;0010;1;;;21;21;21;395;1039;1039;0;5;;2
3;1530;0096;01;05;54;;1530;1700;01;;;1530;1710;0010;1;;;21;21;21;395;1039;1039;0;5;;1
3;1530;0028;01;01;01;;1530;1115;41;;;1470;1130;0015;1;;;31;31;31;4364;6546;6546;0;5;;2
3;1530;0028;01;02;41;;1470;1245;01;;;1530;1300;0015;1;;;31;31;31;4364;6546;6546;0;5;;1
3;1530;0028;01;03;01;;1530;1600;33;;;1530;1610;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0028;01;04;33;;1530;1625;01;;;1530;1635;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0066;01;01;01;;1530;0735;11;;;1120;0805;0030;1;;;21;21;21;12523;36088;14008;0;6;;1
3;1530;0066;01;02;11;;1120;1200;13;;;1078;1215;0015;1;;;21;21;21;2506;4148;4148;0;5;;2
3;1530;0066;01;03;13;;1078;1345;11;;;1120;1400;0015;1;;;21;21;21;2506;4548;4548;0;5;;1
3;1530;0066;01;04;11;;1120;1830;13;;;1190;1845;0015;1;;;21;21;21;3568;4717;4717;0;2;;2
3;1530;0066;01;05;13;;1190;2100;01;;;1530;2120;0020;1;;;21;21;21;10227;18445;18445;0;2;;2
3;1530;0006;01;01;01;;1530;0800;13;;;1410;0815;0015;1;;;21;21;21;10190;23200;12231;0;5;;2
3;1530;0006;01;02;13;;1410;1600;01;;;1530;1615;0015;1;;;21;21;21;10190;22732;22732;0;5;;1
3;1530;0006;02;01;01;;1530;0900;11;;;1540;0910;0010;1;;;21;21;21;2990;4805;4805;0;6;;1
3;1530;0006;02;02;11;;1540;1700;01;;;1530;1710;0010;1;;;21;21;21;2990;3827;3827;0;7;;1
3;1530;0006;03;01;01;;1530;0850;24;;;1533;0855;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1530;0006;03;02;24;;1533;1230;01;;;1530;1235;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1530;0006;03;03;01;;1530;1350;24;;;1533;1355;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1530;0006;03;04;24;;1533;1500;01;;;1530;1505;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1530;0009;01;01;01;;1530;1500;41;;;1530;1512;0012;0;;;01;01;01;696;800;800;0;5;;2
3;1530;0009;01;02;41;;1530;1630;01;;;1530;1642;0012;0;;;01;01;01;696;800;800;0;5;;1
3;1530;0012;01;01;01;;1530;1430;32;;;1530;1445;0015;1;;;31;31;31;1806;2709;2709;0;5;;3
3;1530;0012;01;02;32;;1530;1510;32;;;1531;1512;0002;0;;;01;01;01;116;133;133;0;5;;3
3;1530;0012;01;03;32;;1531;1545;01;;;1530;1600;0015;1;;;31;31;31;1806;2709;2709;0;5;;1
3;1530;0043;01;01;01;;1530;0745;13;;;1540;0755;0010;1;;;21;21;21;5072;6483;6483;0;5;;3
3;1530;0043;01;02;13;;1540;1115;13;;;1540;1130;0015;1;;;21;21;21;2257;4868;4868;0;5;;3
3;1530;0043;01;03;13;;1540;1200;01;;;1530;1215;0015;1;;;21;21;21;2816;4739;4739;0;5;;1
3;1530;0043;01;04;01;;1530;1315;13;;;1540;1330;0015;1;;;21;21;21;2816;3643;3643;0;5;;3
3;1530;0043;01;05;13;;1540;1530;13;;;1540;1545;0015;1;;;21;21;21;253;455;455;0;5;;3
3;1530;0043;01;06;13;;1540;1645;01;;;1530;1700;0015;1;;;21;21;21;2816;4739;4739;0;5;;1
3;1530;0065;01;01;01;;1530;1300;32;;;1531;1315;0015;1;;;31;31;31;1307;1960;1960;0;5;;2
3;1530;0065;01;02;32;;1531;1350;01;;;1530;1405;0015;1;;;31;31;31;1307;1960;1960;0;5;;1
3;1530;0065;01;03;01;;1530;1700;32;;;1530;1715;0015;1;;;31;31;31;1837;2756;2756;0;5;;2
3;1530;0065;01;04;32;;1530;1800;01;;;1530;1815;0015;1;;;31;31;31;1354;2032;2032;0;5;;1
3;1530;0067;01;01;01;;1530;1000;54;;;1530;1005;0005;1;;;21;21;21;140;253;253;0;5;;2
3;1530;0067;01;02;54;;1530;1030;01;;;1530;1035;0005;1;;;21;21;21;140;253;253;0;5;;1
3;1530;0067;01;03;01;;1530;1230;54;;;1530;1235;0005;1;;;21;21;21;140;253;253;0;5;;2
3;1530;0067;01;04;54;;1530;1300;01;;;1530;1305;0005;1;;;21;21;21;140;253;253;0;5;;1
3;1530;0067;01;05;01;;1530;1800;54;;;1530;1805;0005;1;;;21;21;21;140;253;253;0;5;;2
3;1530;0067;01;06;54;;1530;1900;01;;;1530;1905;0005;1;;;21;21;21;140;253;253;0;5;;1
3;1530;0031;01;01;01;;1530;1030;32;;;1531;1040;0010;1;;;21;21;21;1387;2027;2027;0;5;;3
3;1530;0031;01;02;32;;1531;1115;32;;;1531;1125;0010;1;;;21;21;21;968;1158;1158;0;5;;3
3;1530;0031;01;03;32;;1531;1200;01;;;1530;1220;0020;1;;;21;21;21;2179;2877;2877;0;5;;1
3;1530;0031;02;01;01;;1530;1030;32;;;1531;1040;0010;1;;;22;22;22;1387;2027;2027;0;5;;3
3;1530;0031;02;02;32;;1531;1115;32;;;1531;1125;0010;1;;;22;22;22;968;1158;1158;0;5;;3
3;1530;0031;02;03;32;;1531;1200;01;;;1530;1220;0020;1;;;22;22;22;2179;2877;2877;0;5;;1
3;1530;0031;02;04;01;;1530;1600;54;;;1490;1620;0020;1;;;21;21;21;3791;5421;5421;0;5;;2
3;1530;0031;02;05;54;;1490;1845;01;;;1530;1905;0020;1;;;21;21;21;3791;5200;5200;0;5;;1
3;1530;0046;01;01;01;;1530;1500;32;;;1541;1510;0010;1;;;21;21;21;2802;4253;4253;0;5;;2
3;1530;0046;01;02;32;;1541;1700;01;;;1530;1710;0010;1;;;21;21;21;2802;4493;4493;0;5;;1
3;1530;0046;02;01;01;;1530;0800;61;22;;1520;0815;0015;1;;;21;21;21;2946;8665;3086;0;5;;2
3;1530;0046;02;02;63;22;1520;0820;01;;;1530;0835;0015;1;;;21;21;21;2946;8155;3128;0;5;;1
3;1530;0046;02;03;01;;1530;1110;64;22;;1520;1125;0015;1;;;21;21;21;2946;3757;3757;0;5;;2
3;1530;0046;02;04;62;22;1520;1130;01;;;1530;1145;0015;1;;;21;21;21;2946;3723;3723;0;5;;1
3;1530;0046;02;05;01;;1530;1500;32;;;1541;1510;0010;1;;;22;22;22;2802;4253;4253;0;5;;2
3;1530;0046;02;06;32;;1541;1700;01;;;1530;1710;0010;1;;;22;22;22;2802;4493;4493;0;5;;1
3;1530;0068;01;01;01;;1530;0830;52;;;1530;0840;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0068;01;02;52;;1530;0840;01;;;1530;0850;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0068;01;03;01;;1530;1100;52;;;1530;1110;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0068;01;04;52;;1530;1110;01;;;1530;1120;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0068;01;05;01;;1530;1145;11;;;1440;1205;0020;1;;;21;21;21;4808;7053;3367;0;6;;1
3;1530;0068;01;06;11;;1440;1940;01;;;1530;2000;0020;1;;;21;21;21;4808;6987;3300;0;7;;1
3;1530;0079;01;01;01;;1530;1000;32;;;1541;1010;0010;1;;;21;21;21;2802;4253;4253;0;5;;2
3;1530;0079;01;02;32;;1541;1145;01;;;1530;1155;0010;1;;;21;21;21;2802;4493;4493;0;5;;1
3;1530;0079;01;03;01;;1530;1700;51;;;1530;1710;0010;1;;;21;21;21;1502;2413;2413;0;5;;2
3;1530;0079;01;04;51;;1530;2100;01;;;1530;2110;0010;1;;;21;21;21;1502;2559;2559;0;5;;1
3;1530;0079;02;01;01;;1530;1000;32;;;1541;1010;0010;1;;;22;22;22;2802;4253;4253;0;5;;2
3;1530;0079;02;02;32;;1541;1145;01;;;1530;1155;0010;1;;;22;22;22;2802;4493;4493;0;5;;1
3;1530;0079;02;03;01;;1530;1700;51;;;1530;1710;0010;1;;;22;22;22;1502;2413;2413;0;5;;2
3;1530;0079;02;04;51;;1530;2100;01;;;1530;2110;0010;1;;;22;22;22;1502;2559;2559;0;5;;1
3;1530;0081;01;01;01;;1530;0715;11;;;1520;0730;0015;1;;;21;21;21;4301;8702;1707;0;6;;1
3;1530;0081;01;02;11;;1520;1630;32;;;1530;1645;0015;1;;;21;21;21;3345;5405;3959;0;2;;3
3;1530;0081;01;03;32;;1530;1700;54;;;3020;1715;0015;1;;;21;21;21;2997;6667;3871;0;2;;3
3;1530;0081;01;04;54;;3020;1830;01;;;1530;1845;0015;1;;;21;21;21;2335;4020;1243;0;2;;3
3;1530;0001;01;01;01;;1530;0800;11;;;1318;0840;0040;1;;;21;21;21;20103;39563;18475;0;6;;1
3;1530;0001;01;02;11;;1318;1200;53;;;1318;1210;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0001;01;03;53;;1318;1250;11;;;1318;1300;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0001;01;04;11;;1318;1700;01;;;1530;1750;0050;1;;;21;21;21;20103;40002;18419;0;7;;1
3;1530;0001;01;05;01;;1530;1900;53;;;1248;1925;0025;1;;;21;21;21;10646;15279;15279;0;5;;2
3;1530;0001;01;06;53;;1248;2100;01;;;1530;2125;0025;1;;;21;21;21;10646;15098;15098;0;5;;1
3;1530;0001;02;01;01;;1530;1000;54;;;1530;1007;0007;0;;;01;01;01;406;467;467;0;5;;2
3;1530;0001;02;02;54;;1530;1700;01;;;1530;1707;0007;0;;;01;01;01;406;467;467;0;5;;1
3;1530;0001;02;03;01;;1530;1900;53;;;1248;1925;0025;1;;;22;22;22;10646;15279;15279;0;5;;2
3;1530;0001;02;04;53;;1248;2100;01;;;1530;2125;0025;1;;;22;22;22;10646;15098;15098;0;5;;1
3;1530;0106;01;01;01;;1530;0820;61;22;;3020;0825;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1530;0106;01;02;63;22;3020;0830;01;;;1530;0840;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0106;01;03;01;;1530;1520;64;22;;3020;1530;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0106;01;04;62;22;3020;1530;01;;;1530;1540;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0106;01;05;01;;1530;1800;32;;;1531;1810;0010;1;;;21;21;21;2625;4491;4491;0;5;;2
3;1530;0106;01;06;32;;1531;1830;01;;;1530;1840;0010;1;;;21;21;21;2625;4702;4702;0;5;;1
3;1530;0106;01;07;01;;1530;1915;53;;;1530;1925;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1530;0106;01;08;53;;1530;2710;01;;;1530;2720;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1530;0106;02;01;01;;1530;0740;61;21;;1530;0750;0010;1;;;21;21;21;1447;1672;1672;0;1;;2
3;1530;0106;02;02;63;21;1530;0755;11;;;1500;0810;0015;1;;;21;21;21;4371;4946;4946;0;1;;2
3;1530;0106;02;03;11;;1500;1740;64;21;;1530;1755;0015;1;;;21;21;21;4371;5339;5339;0;2;;2
3;1530;0106;02;04;62;21;1530;1805;01;;;1530;1815;0010;1;;;21;21;21;1447;1673;1673;0;2;;2
3;1530;0106;03;01;01;;1530;0820;22;;;3020;0830;0010;0;;;01;01;01;580;667;667;0;8;;1
3;1530;0106;03;02;22;;3020;1530;01;;;1530;1540;0010;0;;;01;01;01;580;667;667;0;9;;1
3;1530;0106;03;03;01;;1530;1800;32;;;1531;1810;0010;1;;;22;22;22;2625;4491;4491;0;5;;2
3;1530;0106;03;04;32;;1531;1830;01;;;1530;1840;0010;1;;;22;22;22;2625;4702;4702;0;5;;1
3;1530;0040;01;01;01;;1530;0745;11;;;1360;0840;0055;1;;;21;21;21;26087;52311;6042;0;6;;1
3;1530;0040;01;02;11;;1360;1800;01;;;1530;1900;0060;1;;;21;21;21;26087;53818;7549;0;7;;1
3;1530;0040;01;03;01;;1530;1930;33;;;3020;1940;0010;1;;;21;21;21;2913;3646;289;0;5;;2
3;1530;0040;01;04;33;;3020;1955;01;;;1530;2005;0010;1;;;21;21;21;2913;3646;289;0;5;;1
3;1530;0040;02;01;01;;1530;0800;11;;;1470;0820;0020;1;;;21;21;21;6139;10755;4615;0;6;;1
3;1530;0040;02;02;11;;1470;1730;01;;;1530;1810;0040;1;;;21;21;21;6139;10322;4715;0;7;;1
3;1530;0049;01;01;01;;1530;0700;71;11;;1530;0705;0005;1;;;21;21;21;2038;4093;2964;0;5;;2
3;1530;0049;01;02;73;11;1530;0705;01;;;1530;0710;0005;1;;;21;21;21;2038;4228;3120;0;5;;1
3;1530;0049;01;03;01;;1530;0745;61;23;;1530;0750;0005;1;;;21;21;21;1426;2877;1748;0;5;;5
3;1530;0049;01;04;63;23;1530;0750;41;;;1550;0810;0020;1;;;21;21;21;6854;10952;10952;0;5;;5
3;1530;0049;01;05;41;;1550;0930;32;;;4060;0955;0025;1;;;21;21;21;16291;22816;10523;0;5;;5
3;1530;0049;01;06;32;;4060;1100;33;;;1530;1115;0015;1;;;21;21;21;11348;14968;2675;0;5;;5
3;1530;0049;01;07;33;;1530;1125;01;;;1530;1130;0005;1;;;21;21;21;2038;4228;3120;0;5;;1
3;1530;0049;01;08;01;;1530;1200;64;23;;1530;1205;0005;1;;;21;21;21;1426;2877;1748;0;5;;2
3;1530;0049;01;09;62;23;1530;1205;01;;;1530;1210;0005;1;;;21;21;21;1426;2935;1827;0;5;;1
3;1530;0049;01;10;11;;1530;1750;74;11;;1530;1755;0005;1;;;21;21;21;2038;4093;2964;0;2;;2
3;1530;0049;01;11;72;11;1530;1755;01;;;1530;1800;0005;1;;;21;21;21;2038;4228;3120;0;2;;2
3;1530;0049;02;01;01;;1530;0700;11;;;1010;0800;0060;4;;;33;33;22;16212;25355;24225;0;6;;1
3;1530;0049;02;02;11;;1010;1700;01;;;1530;1800;0060;4;;;33;33;22;16212;25490;24381;0;7;;1
3;1530;0049;03;01;01;;1530;0745;23;;;1530;0750;0005;1;;;22;22;22;1426;2877;1748;0;8;;1
3;1530;0049;03;02;23;;1530;1205;01;;;1530;1210;0005;1;;;22;22;22;1426;2935;1827;0;9;;1
3;1530;0049;03;03;01;;1530;1615;51;;;9591;1700;0045;1;;;22;22;22;29524;48252;24684;0;5;;2
3;1530;0049;03;04;51;;9591;2000;01;;;1530;2045;0045;1;;;22;22;22;29524;45606;22088;0;5;;1
3;1538;0109;01;01;01;;1538;0900;61;21;;1490;0910;0010;1;;;21;21;21;3432;6186;6186;0;1;;2
3;1538;0109;01;02;63;21;1490;0920;11;;;1230;0950;0030;1;;;21;21;21;4775;5904;5904;0;1;;2
3;1538;0109;01;03;11;;1230;1200;51;;;1460;1220;0020;1;;;21;21;21;8042;12631;12631;0;5;;3
3;1538;0109;01;04;51;;1460;1345;53;;;1571;1355;0010;1;;;21;21;21;4494;5141;5141;0;5;;3
3;1538;0109;01;05;53;;1571;1415;11;;;1230;1425;0010;1;;;21;21;21;4655;6978;6978;0;5;;1
3;1538;0109;01;06;11;;1230;1700;64;21;;1490;1730;0030;1;;;21;21;21;4775;5954;5954;0;2;;2
3;1538;0109;01;07;62;21;1490;1735;01;;;1538;1745;0010;1;;;21;21;21;3432;8264;8264;0;2;;2
3;1538;0109;01;08;01;;1538;1800;33;;;1540;1805;0005;1;;;21;21;21;1779;4585;4585;0;5;;3
3;1538;0109;01;09;33;;1540;1810;61;51;;1540;1815;0005;1;;;21;21;21;497;607;607;0;5;;3
3;1538;0109;01;10;63;51;1540;1815;01;;;1538;1825;0010;1;;;21;21;21;2240;2898;2898;0;5;;1
3;1538;0109;01;11;01;;1538;1910;64;51;;1540;1920;0010;1;;;21;21;21;2240;2988;2988;0;5;;3
3;1538;0109;01;12;62;51;1540;1920;33;;;1540;1925;0005;1;;;21;21;21;580;757;757;0;5;;3
3;1538;0109;01;13;33;;1540;1930;01;;;1538;1940;0010;1;;;21;21;21;1758;2280;2280;0;5;;1
3;1538;0109;02;01;01;;1538;0900;21;;;1490;0910;0010;1;;;22;22;22;3432;6186;6186;0;5;;2
3;1538;0109;02;02;21;;1490;1735;01;;;1538;1745;0010;1;;;22;22;22;3432;8264;8264;0;5;;1
3;1538;0109;02;03;01;;1538;1800;33;;;1540;1805;0005;1;;;22;22;22;1779;4585;4585;0;5;;4
3;1538;0109;02;04;33;;1540;1810;51;;;1540;1815;0005;1;;;22;22;22;497;607;607;0;5;;4
3;1538;0109;02;05;51;;1540;1920;33;;;1540;1925;0005;1;;;22;22;22;580;757;757;0;5;;4
3;1538;0109;02;06;33;;1540;1930;01;;;1538;1940;0010;1;;;22;22;22;1758;2280;2280;0;5;;1
3;1538;0109;03;01;01;;1538;0900;21;;;1490;0910;0010;1;;;22;22;22;3432;6186;6186;0;5;;2
3;1538;0109;03;02;21;;1490;1735;01;;;1538;1745;0010;1;;;22;22;22;3432;8264;8264;0;5;;1
3;1538;0109;03;03;01;;1538;1800;54;;;1538;1802;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1538;0109;03;04;54;;1538;1943;01;;;1538;1945;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1540;0004;01;01;01;;1540;0700;71;23;;1540;0705;0005;1;;;21;21;21;392;706;706;0;1;;2
3;1540;0004;01;02;73;23;1540;0705;11;;;1520;0720;0015;1;;;21;21;21;6819;19095;4458;0;1;;2
3;1540;0004;01;03;11;;1520;0800;13;;;1140;0845;0045;1;;;21;21;21;15287;17795;17795;0;5;;2
3;1540;0004;01;04;13;;1140;1700;11;;;1520;1745;0045;1;;;21;21;21;15287;18385;18385;0;5;;1
3;1540;0004;01;05;11;;1520;1805;01;;;1540;1820;0015;1;;;21;21;21;6819;15479;10452;0;7;;1
3;1540;0004;02;01;01;;1540;0815;61;22;;1540;0825;0010;1;;;21;21;21;392;706;706;0;5;;5
3;1540;0004;02;02;63;22;1540;0825;91;;;1550;0840;0015;1;;;21;21;21;3019;5440;5440;0;5;;5
3;1540;0004;02;03;91;;1550;0945;64;23;;1500;1000;0015;1;;;21;21;21;2467;3388;3388;0;5;;5
3;1540;0004;02;04;62;23;1500;1000;41;;;1550;1015;0015;1;;;21;21;21;1873;2483;2483;0;5;;5
3;1540;0004;02;05;41;;1550;1045;01;;;1540;1055;0010;1;;;21;21;21;1888;2509;2509;0;5;;1
3;1540;0004;02;06;01;;1540;1100;91;;;1550;1115;0015;1;;;21;21;21;1888;2299;2299;0;5;;6
3;1540;0004;02;07;91;;1550;1610;64;22;;1540;1625;0015;1;;;21;21;21;1888;2509;2509;0;5;;6
3;1540;0004;02;08;62;22;1540;1630;54;;;1550;1645;0015;1;;;21;21;21;2229;3123;3123;0;5;;6
3;1540;0004;02;09;54;;1550;1650;91;;;1550;1700;0010;1;;;21;21;21;365;916;916;0;5;;6
3;1540;0004;02;10;91;;1550;1900;54;;;1550;1910;0010;1;;;21;21;21;365;989;989;0;5;;6
3;1540;0004;02;11;54;;1550;1915;01;;;1540;1930;0015;1;;;21;21;21;2229;3210;3210;0;5;;1
3;1540;0004;03;01;01;;1540;0700;23;;;1500;0740;0040;2;;;31;31;22;4107;6278;6278;0;8;;1
3;1540;0004;03;02;23;;1500;1000;41;;;1550;1015;0015;1;;;22;22;22;1873;2483;2483;0;4;;2
3;1540;0004;03;03;41;;1550;1045;01;;;1540;1055;0010;1;;;22;22;22;1888;2509;2509;0;4;;2
3;1540;0009;01;01;01;;1540;0710;13;;;1171;0735;0025;1;;;21;21;21;10584;17565;17565;0;5;;6
3;1540;0009;01;02;13;;1171;0800;81;;12;1457;1000;0120;1;;;81;81;81;7257;10195;10195;0;5;;6
3;1540;0009;01;03;81;;1457;1000;13;;;1171;1200;0120;1;;;81;81;81;7257;9741;9741;0;5;;6
3;1540;0009;01;04;13;;1171;1300;81;;10;1060;1445;0105;1;;;81;81;81;4572;5196;5196;0;5;;6
3;1540;0009;01;05;81;;1060;1445;13;;;1171;1630;0105;1;;;81;81;81;4572;5022;5022;0;5;;6
3;1540;0009;01;06;13;;1171;1710;01;;;1540;1735;0025;1;;;21;21;21;10584;16778;16778;0;5;;1
3;1540;0009;02;01;01;;1540;1000;33;;;1490;1015;0015;1;;;21;21;21;3660;4690;4690;0;5;;3
3;1540;0009;02;02;33;;1490;1100;32;;;1541;1115;0015;1;;;21;21;21;2566;3770;3770;0;5;;3
3;1540;0009;02;03;32;;1541;1200;01;;;1540;1210;0010;1;;;21;21;21;2326;3439;3439;0;5;;1
3;1540;0009;02;04;01;;1540;1240;64;23;;9592;1305;0025;1;;;21;21;21;14507;16886;9751;0;5;;2
3;1540;0009;02;05;62;23;9592;1305;01;;;1540;1330;0025;1;;;21;21;21;14507;16872;9759;0;5;;1
3;1540;0009;04;01;01;;1540;0710;23;;;9592;0755;0045;1;;;41;41;41;14507;21761;12566;0;8;;1
3;1540;0009;04;02;23;;9592;1305;01;;;1540;1330;0025;1;;;22;22;22;14507;16872;9759;0;9;;1
3;1540;0009;04;03;01;;1540;1500;52;;;1255;1530;0030;1;;;21;21;21;8932;11858;11858;0;5;;2
3;1540;0009;04;04;52;;1255;1530;01;;;1540;1600;0030;1;;;21;21;21;8932;12148;12148;0;5;;1
3;1540;0039;01;01;01;;1540;1450;54;;;1540;1500;0010;1;;;21;21;21;1370;2188;2188;0;5;;2
3;1540;0039;01;02;54;;1540;1730;01;;;1540;1740;0010;1;;;21;21;21;1370;1949;1949;0;5;;1
3;1540;0039;01;03;01;;1540;1900;53;;;1541;1910;0010;1;;;21;21;21;2326;3977;3977;0;5;;2
3;1540;0039;01;04;53;;1541;1950;01;;;1540;2000;0010;1;;;21;21;21;2326;3439;3439;0;5;;1
3;1540;0039;02;01;01;;1540;1500;41;;;3030;1515;0015;1;;;21;21;21;4399;6712;983;0;5;;2
3;1540;0039;02;02;41;;3030;1630;01;;;1540;1645;0015;1;;;21;21;21;4399;6826;1097;0;5;;1
3;1540;0039;02;03;01;;1540;1900;53;;;1541;1910;0010;1;;;22;22;22;2326;3977;3977;0;5;;2
3;1540;0039;02;04;53;;1541;1950;01;;;1540;2000;0010;1;;;22;22;22;2326;3439;3439;0;5;;1
3;1540;0071;01;01;01;;1540;1000;32;;;1540;1005;0005;1;;;21;21;21;2476;3851;3851;0;5;;2
3;1540;0071;01;02;32;;1540;1025;01;;;1540;1030;0005;1;;;21;21;21;2476;3517;3517;0;5;;1
3;1540;0071;01;03;01;;1540;1045;54;;;1540;1050;0005;1;;;21;21;21;1730;2735;2735;0;5;;2
3;1540;0071;01;04;54;;1540;1150;01;;;1540;1155;0005;1;;;21;21;21;1730;2476;2476;0;5;;1
3;1540;0108;01;01;01;;1540;0700;11;;;1240;0710;0010;1;;;21;21;21;7948;11253;11253;0;6;;1
3;1540;0108;01;02;11;;1240;1200;01;;;1540;1215;0015;1;;;21;21;21;7948;11331;11331;0;7;;1
3;1540;0108;01;03;01;;1540;1250;11;;;1240;1300;0010;1;;;21;21;21;7948;11789;11789;0;6;;1
3;1540;0108;01;04;11;;1240;1620;01;;;1540;1630;0010;1;;;21;21;21;7948;11331;11331;0;7;;1
3;1540;0108;01;05;01;;1540;1700;52;;;1540;1715;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1540;0108;01;06;52;;1540;1715;01;;;1540;1730;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1540;0108;01;07;01;;1540;1740;32;;;1231;1750;0010;1;;;21;21;21;6334;10998;10998;0;5;;2
3;1540;0108;01;08;32;;1231;1815;01;;;1540;1825;0010;1;;;21;21;21;6334;11120;11120;0;5;;1
3;1540;0108;02;01;01;;1540;0730;52;;;1540;0745;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1540;0108;02;02;52;;1540;0745;01;;;1540;0800;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1540;0108;02;03;01;;1540;0815;13;;;1120;0830;0015;1;;;21;21;21;9345;30223;14595;0;5;;2
3;1540;0108;02;04;13;;1120;1945;01;;;1540;2000;0015;1;;;21;21;21;9345;13006;13006;0;5;;1
3;1540;0026;01;01;01;;1540;0730;41;;;1102;0845;0075;3;;;33;33;33;17178;25767;25767;0;1;;2
3;1540;0026;01;02;41;;1102;0945;11;;;1190;1030;0045;2;;;33;33;33;6498;9747;9747;0;1;;2
3;1540;0026;01;03;11;;1190;1200;33;;;1570;1215;0015;1;;;32;32;32;2698;4047;4047;0;5;;2
3;1540;0026;01;04;33;;1570;1245;11;;;1190;1300;0015;1;;;32;32;32;2288;3432;3432;0;5;;1
3;1540;0026;01;05;11;;1190;1600;01;;;1540;1700;0060;3;;;33;33;33;10717;16076;16076;0;7;;1
3;1540;0026;01;06;01;;1540;1700;33;;;1540;1705;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1540;0026;01;07;33;;1540;1705;01;;;1540;1710;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1540;0026;01;08;01;;1540;1715;64;22;;1540;1720;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1540;0026;01;09;62;22;1540;1725;01;;;1540;1730;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1540;0026;02;01;01;;1540;0800;61;22;;1540;0805;0005;0;;;01;01;01;290;333;333;0;1;;2
3;1540;0026;02;02;63;22;1540;0815;11;;;1550;0845;0030;0;;;01;01;01;1739;2000;2000;0;1;;2
