PP1;PP2;ECH;PER;PP3;P1;P2;P3;P4;P4A;P4B;P5;P6;P7;P8;P9;P10;P12;P13;DP13;P15;P17;P17A;P15A;P23A;P20;P21;P23;P24;P25;P19;P19A;COEQ;PL9A;PL9B;PLP2;PL27;PL24;PL25;PL26;PL28;PL29;PWE;PFIN
2;1250;0098;03;3;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;95.73539;;;0;0;;;;;;;
2;1250;0118;01;5;1;1;1;054;1;2;2;2;9;0;66;4;;;0;;;;;1;2;5;5;4;4;1;;142.9301;4   3;;0;0;;;;;;;
2;1250;0140;01;4;1;2;1;081;1;2;1;1;7;0;36;4;;;0;;;;;4;5;5;5;3;5;2;;184.3532;5   1;05;0;0;;;;;;;
2;1250;0152;01;3;1;2;1;038;1;1;1;4;6;0;46;4;;;0;;;;;1;5;5;1;4;1;1;;99.33193;51553;;0;0;;;;;;;
2;1250;0152;02;3;1;1;3;014;1;1;2;0;5;0;84;4;5;1250;501;;;;;1;5;5;5;1;3;1;;72.25820;5   3;;0;0;;;;;;;
2;1250;0152;03;3;1;2;3;013;2;1;2;0;5;0;84;4;5;1250;501;;;;;1;5;5;5;1;3;1;;72.25820;5   3;;0;0;;;;;;;
2;1250;0009;01;2;1;1;1;037;1;1;1;3;6;0;61;4;;;0;;;;;1;5;5;1;5;4;1;;134.1140;5   3;;0;0;;;;;;;
2;1250;0009;02;2;1;2;2;032;1;1;1;2;2;0;66;4;5;1260;3674;4;;3;4;1;5;5;2;1;4;1;1;134.1140;4145   3;;1;0;;;;;;;
2;1250;0009;03;2;1;1;3;013;1;2;2;0;5;0;84;4;5;1250;328;;;;;1;5;5;5;1;3;1;;97.56013;5   3;;0;0;;;;;;;
2;1250;0009;04;2;1;1;3;008;2;2;2;0;5;0;83;4;5;1250;561;;;;;1;5;5;5;1;4;1;;174.8467;5   3;;0;0;;;;;;;
2;1250;0009;05;2;1;1;3;005;2;2;2;0;5;0;83;4;5;1250;561;;;;;1;5;5;5;1;4;1;;174.8467;5   3;;0;0;;;;;;;
2;1250;0100;01;5;1;1;1;023;1;2;1;4;1;0;66;4;5;1470;8740;1;4;;1;1;5;4;1;2;5;1;1;321.2426;5125   3;;0;0;;;;;;;
2;1250;0100;02;5;1;2;5;021;1;1;1;6;1;0;41;4;5;1240;905;4;;3;5;1;5;5;2;2;3;1;1;321.2426;5135   3;;0;0;;;;;;;
2;1250;0100;03;5;1;2;5;015;1;2;2;0;5;0;84;4;5;1250;328;;;;;1;5;5;5;4;3;1;;168.7921;5   3;;0;0;;;;;;;
2;1250;0100;04;5;1;2;5;013;1;2;2;0;5;0;84;4;5;1250;328;;;;;1;5;5;5;2;4;1;;168.7921;5   3;;0;0;;;;;;;
2;1250;0146;01;5;1;2;1;059;1;1;1;3;1;0;54;4;5;1190;6705;1;4;;1;4;5;5;1;3;4;1;6;187.5759;5135   3;;0;0;;;;;;;
2;1250;0553;01;5;1;1;1;049;1;1;1;6;1;0;36;4;4;1240;1363;1;4;;2;2;3;5;1;4;3;1;1;115.4061;5143   3;;0;0;;;;;;;
2;1250;0553;02;5;1;2;2;049;1;1;1;5;2;0;36;4;5;1420;11448;1;4;;5;2;3;5;1;4;5;1;1;115.4061;4243   3;;0;0;;;;;;;
2;1250;0553;03;5;1;1;3;018;1;1;2;0;4;0;86;4;5;1093;6551;4;;3;4;2;3;5;5;2;3;2;;185.6749;44   3;05;0;0;;;;;;;
2;1250;0553;04;5;1;1;3;016;1;1;2;0;5;0;85;4;5;1253;2139;;;;;1;3;5;5;2;3;1;;97.56013;4   3;;0;0;;;;;;;
2;1250;0553;05;5;1;1;3;014;2;1;2;0;5;0;84;4;5;1250;508;;;;;1;3;5;5;2;3;1;;97.56013;4   3;;0;0;;;;;;;
2;1251;0155;01;4;1;1;1;034;1;1;1;4;1;0;55;2;5;1570;7219;3;;1;1;1;5;5;4;4;1;1;1;166.0997;51351153;;0;0;;;;;;;
2;1253;0528;01;2;1;1;1;027;1;1;1;6;1;2;32;4;3;9593;71682;1;4;;1;1;4;5;1;4;3;1;1;179.4483;6124   3;;0;0;;;;;;;
2;1253;0528;02;2;1;2;2;025;1;1;3;0;4;0;88;3;5;1253;224;4;;3;1;1;5;5;3;2;1;1;;179.4483;441523;;0;0;;;;;;;
2;1253;0001;01;2;1;1;1;022;1;1;2;0;4;1;87;3;5;1253;2333;4;;1;1;1;5;5;5;4;1;1;;136.1824;331433;;1;0;;;;;;;
2;1253;0002;01;3;1;1;1;020;1;1;1;0;4;0;86;4;5;1253;587;4;;3;1;1;5;5;2;5;2;1;;136.1824;452553;;0;0;;;;;;;
2;1253;0004;01;1;1;1;1;023;1;1;1;0;3;0;86;4;5;1010;5971;4;;1;5;1;5;5;2;5;1;1;;136.1824;451553;;0;0;;;;;;;
2;1253;0005;01;1;1;2;1;024;1;1;2;0;4;0;88;1;5;1510;9068;4;;3;4;1;4;5;5;4;1;1;;136.1824;451413;;0;0;;;;;;;
2;1253;0007;01;3;1;1;1;021;1;1;2;0;4;0;86;4;5;1253;587;4;;1;2;1;5;5;5;2;1;1;;136.1824;441523;;0;0;;;;;;;
2;1253;0011;01;4;1;1;1;021;1;1;2;0;4;0;87;4;5;1253;587;4;;2;2;1;5;5;5;4;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0015;01;2;1;2;1;031;1;1;2;0;4;0;55;4;5;1253;587;4;;3;2;1;5;5;5;4;1;2;;136.1824;451553;02;0;0;;;;;;;
2;1253;0019;01;4;1;2;1;025;1;1;1;0;4;0;88;3;5;1253;2333;1;4;;2;1;5;5;1;5;2;1;;136.1824;452553;;0;0;;;;;;;
2;1253;0023;01;3;1;1;1;024;1;1;1;0;4;0;87;4;5;1253;587;4;;3;5;1;5;5;4;1;1;1;;136.1824;351533;;1;0;;;;;;;
2;1253;0034;01;5;1;1;1;026;1;1;1;0;4;0;88;4;5;1253;587;1;4;;2;1;5;5;1;3;4;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0036;01;2;1;1;1;021;1;1;1;0;4;0;87;4;5;1253;587;4;;3;2;1;5;5;5;5;1;1;;136.1824;421553;;0;0;;;;;;;
2;1253;0037;01;1;1;1;1;021;1;1;1;0;4;0;87;3;5;1253;587;4;;2;2;1;4;5;5;3;1;1;;136.1824;441431;;0;0;;;;;;;
2;1253;0041;01;1;1;1;1;022;1;1;1;0;3;0;86;4;5;1238;4570;1;4;;5;1;5;5;1;4;5;1;;136.1824;35   3;;1;0;;;;;;;
2;1253;0042;01;1;1;2;1;018;1;1;2;0;4;0;86;3;5;1253;2333;4;;3;4;1;5;5;5;4;1;1;;136.1824;441533;;0;0;;;;;;;
2;1253;0050;01;2;1;1;1;030;1;1;1;0;4;1;54;3;5;1253;587;3;;3;3;1;3;5;1;3;2;1;;136.1824;442543;;0;0;;;;;;;
2;1253;0054;01;4;1;1;1;045;1;1;1;6;1;0;32;3;5;1253;587;4;;3;1;1;5;5;5;2;1;1;1;136.1824;51341443;;1;0;;;;;;;
2;1253;0057;01;3;1;2;1;021;1;1;1;0;4;0;88;3;5;1253;587;4;;3;1;1;5;5;5;5;2;1;;136.1824;442453;;0;0;;;;;;;
2;1253;0066;01;3;1;2;1;019;1;1;1;0;4;0;86;3;5;1253;2333;4;;1;2;1;4;5;5;2;1;1;;136.1824;321533;;1;0;;;;;;;
2;1253;0068;01;4;1;1;1;018;1;1;1;0;4;0;86;3;5;1253;587;4;;3;1;1;3;5;5;2;1;1;;136.1824;451523;;1;0;;;;;;;
2;1253;0070;01;2;1;1;1;019;1;1;3;0;4;0;86;3;5;1253;587;4;;3;2;1;5;5;5;3;2;1;;136.1824;342553;;0;0;;;;;;;
2;1253;0073;01;3;1;2;1;021;1;1;1;0;4;0;86;3;5;1253;587;3;;1;2;1;5;5;2;4;1;1;;136.1824;341543;;1;0;;;;;;;
2;1253;0082;01;2;1;1;1;021;1;1;2;0;4;0;87;3;5;1253;2333;4;;1;3;1;4;5;5;3;1;1;;136.1824;431433;;0;0;;;;;;;
2;1253;0092;01;1;1;2;1;030;1;1;1;0;4;0;48;4;5;1253;587;4;;3;2;1;5;5;5;5;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0097;01;4;1;1;1;032;1;1;1;0;4;0;54;3;5;1253;587;4;;3;2;1;5;5;5;2;1;1;;136.1824;441523;;0;0;;;;;;;
2;1253;0099;01;1;1;1;1;023;1;1;1;0;4;0;87;3;5;1253;587;4;;3;2;1;5;5;3;4;2;1;;136.1824;432533;;1;0;;;;;;;
2;1253;0103;01;4;1;1;1;019;1;1;2;0;4;0;86;4;5;1253;587;4;;3;2;1;5;5;5;5;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0107;01;1;1;1;1;029;1;1;1;0;4;0;88;4;5;1253;587;4;;3;2;1;5;5;5;4;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0108;01;2;1;1;1;025;1;1;2;0;4;0;88;4;5;1253;587;4;;3;4;1;4;5;5;3;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0116;01;1;1;1;1;018;1;1;2;0;4;0;86;4;5;1253;587;4;;3;4;1;5;5;5;4;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0119;01;1;1;2;1;020;1;1;1;0;4;0;86;3;5;1060;6866;4;;3;4;1;5;5;3;4;1;1;;136.1824;441523;;0;0;;;;;;;
2;1253;0120;01;2;1;1;1;025;1;1;1;0;4;0;87;4;5;1253;587;4;;3;4;1;5;5;4;4;3;1;;136.1824;44   3;;0;0;;;;;;;
2;1253;0122;01;5;1;1;1;019;1;1;2;0;4;0;86;3;5;1253;587;4;;3;4;1;4;5;5;4;2;1;;136.1824;442533;;1;0;;;;;;;
2;1253;0125;01;3;1;1;1;024;1;1;1;0;4;0;88;4;5;1253;587;1;4;;4;1;5;5;1;4;3;1;;136.1824;42   3;;1;0;;;;;;;
2;1253;0129;01;4;1;1;1;022;1;1;1;0;4;0;86;4;5;1253;587;4;;3;1;1;3;5;5;2;3;1;;136.1824;33   3;;1;0;;;;;;;
2;1253;0129;02;4;1;1;4;021;1;1;1;0;4;0;86;4;5;1253;587;1;4;;1;1;5;5;1;5;5;1;;136.1824;35   3;;0;0;;;;;;;
2;1253;0138;01;4;1;2;1;018;1;1;2;0;4;0;86;3;5;1253;587;4;;3;5;1;5;5;5;2;1;1;;136.1824;351543;;0;0;;;;;;;
2;1253;0141;01;4;1;1;1;019;1;1;2;0;4;0;86;3;5;1253;587;4;;3;2;1;3;5;5;4;2;1;;136.1824;432533;;0;0;;;;;;;
2;1253;0145;01;3;1;1;1;028;1;1;1;0;4;1;88;3;5;1023;5246;4;;1;5;1;5;5;5;3;1;1;;136.1824;351433;;1;0;;;;;;;
2;1253;0151;01;3;1;2;1;021;1;1;2;0;4;0;86;3;5;1253;2333;4;;3;1;1;5;5;5;5;1;1;;136.1824;321553;;0;0;;;;;;;
2;1260;0021;01;5;1;1;1;052;1;1;1;3;1;0;36;4;1;;0;;;;;1;5;4;2;2;5;1;1;107.3554;63 5   3;;0;0;;;;;;;
2;1260;0021;02;5;1;2;2;050;1;1;1;5;1;0;36;4;1;;0;;;;;1;5;5;2;2;5;1;1;107.3554;63 5   3;;0;0;;;;;;;
2;1260;0021;03;5;1;2;3;021;1;1;1;0;3;0;86;3;5;1254;5740;1;4;;3;1;5;5;1;5;2;1;;99.96927;452453;;0;0;;;;;;;
2;1260;0021;04;5;1;1;3;018;1;1;1;0;5;0;85;3;5;9596;34246;4;;3;3;1;1;5;4;2;4;1;;99.96927;41   3;;0;0;;;;;;;
2;1260;0067;01;3;1;1;1;057;1;1;1;6;6;0;46;4;;;0;;;;;1;5;5;1;2;3;1;;144.4753;4   3;;0;0;;;;;;;
2;1260;0067;02;3;1;2;2;055;1;1;1;4;1;0;46;4;5;1318;4453;1;3;;1;1;5;5;1;2;3;2;6;144.4753;5134   3;01;0;0;;;;;;;
2;1260;0067;03;3;1;2;3;018;1;1;2;0;4;0;86;3;5;1253;5148;4;;3;5;1;5;5;5;1;1;1;;103.2796;322513;;0;0;;;;;;;
2;1260;0002;01;1;1;1;1;086;1;1;1;2;7;0;21;3;;;0;;;;;4;5;5;1;5;4;2;;46.03343;5   1;30;0;0;;;;;;;
2;1260;0002;02;1;1;2;2;084;1;2;1;3;7;0;41;3;;;0;;;;;4;5;5;2;1;4;2;;46.03343;5   1;02;0;0;;;;;;;
2;1260;0005;01;5;1;2;2;058;1;2;1;2;8;0;32;4;;;0;;;;;4;4;5;1;2;4;1;;165.3624;5   3;;0;0;;;;;;;
2;1260;0005;02;5;1;1;1;054;1;1;1;3;1;0;47;4;5;9590;12822;1;2;;1;4;4;1;2;2;5;1;5;126.9449;5235   3;;1;0;;;;;;;
2;1260;0005;03;5;1;2;3;026;1;1;1;4;1;0;51;4;5;1102;9896;1;2;;2;4;4;5;1;4;4;1;1;209.1754;4135   3;;1;0;;;;;;;
2;1260;0005;04;5;1;2;3;002;;;;;;;;;;;0;;;;;;;;;;;;;132.5811;;;0;0;;;;;;;
2;1260;0005;05;5;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;132.5811;;;0;0;;;;;;;
2;1260;0028;01;5;1;1;1;051;1;1;1;6;9;0;36;4;;;0;;;;;2;3;3;1;3;3;1;;107.3554;4   1;;0;0;;;;;;;
2;1260;0028;02;5;1;2;2;049;1;1;1;6;2;0;41;4;5;9592;7153;1;4;;2;1;2;5;1;2;3;1;1;107.3554;4134   3;;1;0;;;;;;;
2;1260;0028;03;5;1;1;3;011;2;2;2;0;5;0;84;3;5;1240;2974;;;;;1;2;5;5;1;1;1;;128.6738;44413;;0;0;;;;;;;
2;1260;0028;04;5;1;2;3;009;2;2;2;0;5;0;83;4;5;1260;1494;;;;;2;2;5;5;2;4;1;;91.97110;4   3;;0;0;;;;;;;
2;1260;0055;01;4;1;1;1;067;1;2;1;3;7;0;51;4;;;0;;;;;4;4;4;1;4;4;1;;73.80375;4   3;;1;0;;;;;;;
2;1260;0055;02;4;1;2;2;064;1;2;1;3;7;0;51;4;;;0;;;;;3;4;5;2;4;4;1;;112.9000;4   3;;0;0;;;;;;;
2;1260;0057;01;3;1;2;2;053;1;1;1;6;1;0;32;4;5;1020;8425;1;4;;1;1;4;5;1;3;5;1;1;110.9103;5234   3;;1;0;;;;;;;
2;1260;0057;02;3;1;1;1;044;1;1;1;6;1;0;32;4;5;1020;8425;1;4;;1;1;4;5;1;3;4;1;1;110.9103;5234   3;;0;0;;;;;;;
2;1260;0057;03;3;1;2;3;014;1;1;2;0;5;0;84;1;5;1310;4535;;;;;1;4;5;5;1;1;1;;132.9347;44513;;0;0;;;;;;;
2;1260;0079;01;4;1;1;1;055;1;1;1;6;1;0;32;4;3;1260;1494;1;3;;1;1;2;5;1;5;3;1;1;112.9000;6334   3;;0;0;;;;;;;
2;1260;0079;02;4;1;2;2;047;1;1;1;6;1;0;46;4;4;1260;1494;3;;2;1;1;5;5;2;2;4;1;1;86.67072;5334   3;;0;0;;;;;;;
2;1260;0106;01;4;1;2;2;035;1;1;1;6;2;0;31;4;5;1360;21400;1;2;;5;1;5;5;1;4;5;1;1;176.8965;3235   3;;0;0;;;;;;;
2;1260;0106;02;4;1;1;1;034;1;1;1;6;1;0;32;4;5;9596;35862;2;;2;1;1;5;5;1;4;2;1;1;176.8965;51312553;;0;0;;;;;;;
2;1260;0106;03;4;1;2;3;006;2;2;2;0;5;0;83;4;5;1260;1494;;;;;1;2;5;5;2;5;1;;91.97110;5   3;;0;0;;;;;;;
2;1260;0106;04;4;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;112.1218;;;0;0;;;;;;;
2;1260;0012;01;3;1;2;2;083;2;2;1;4;8;0;82;4;;;0;;;;;2;5;5;2;5;5;2;;46.03343;5   1;01;0;0;;;;;;;
2;1260;0012;02;3;1;1;1;082;1;2;1;5;7;0;23;4;;;0;;;;;2;5;5;5;2;5;2;;46.03343;5   1;01;0;0;;;;;;;
2;1260;0094;01;5;1;1;1;054;1;1;1;6;1;0;41;4;5;1018;10432;2;;3;1;1;1;5;1;2;2;1;1;110.9103;53242553;;0;0;;;;;;;
2;1260;0094;02;5;1;2;2;053;1;1;1;6;2;0;32;4;2;;0;;;;;1;5;5;1;2;2;1;2;110.9103;43 22553;;0;0;;;;;;;
2;1260;0094;03;5;1;2;3;020;1;1;1;0;4;0;87;4;5;1470;12360;1;4;;5;1;5;5;1;3;4;1;;103.2796;34   3;;0;0;;;;;;;
2;1260;0006;01;5;1;1;1;053;1;1;1;5;1;0;48;4;5;1080;9361;1;2;;1;5;5;5;1;5;5;1;1;110.9103;5335   3;;0;0;;;;;;;
2;1260;0006;02;5;1;2;2;052;1;1;1;5;1;0;46;2;5;1308;12058;2;;3;1;1;5;5;1;5;1;1;1;110.9103;53351513;;0;0;;;;;;;
2;1260;0006;03;5;1;2;3;024;1;1;1;5;1;0;47;2;5;1308;12058;2;;3;1;1;5;5;1;1;1;1;1;103.2796;53351513;;0;0;;;;;;;
2;1260;0038;01;5;1;1;1;065;1;1;1;7;7;0;51;4;;;0;;;;;1;2;5;1;5;3;1;;73.80375;5   3;;1;0;;;;;;;
2;1260;0038;02;5;1;2;2;064;1;2;1;5;7;0;41;4;;;0;;;;;1;5;5;2;1;3;1;;112.9000;5   1;;1;0;;;;;;;
2;1260;0042;01;4;1;1;1;068;1;1;1;6;7;0;36;3;;;0;;;;;2;2;4;1;4;4;1;;142.8972;4   3;;1;0;;;;;;;
2;1260;0114;01;2;1;1;1;050;1;1;1;5;1;0;48;4;5;1018;10605;2;;1;2;1;5;5;1;2;1;1;1;126.9449;52251413;;0;0;;;;;;;
2;1260;0114;02;2;1;2;2;049;1;1;1;6;1;0;46;4;5;1248;4371;1;4;;5;1;5;5;1;2;5;1;1;126.9449;5225   3;;0;0;;;;;;;
2;1260;0114;03;2;1;1;3;016;1;1;3;0;4;0;86;4;5;9592;7176;;;;;1;2;5;5;2;1;1;;152.1533;52513;;0;0;;;;;;;
2;1260;0114;04;2;1;1;3;010;1;2;2;0;5;0;84;4;5;9591;3069;;;;;1;2;5;5;2;1;1;;108.7533;55513;;0;0;;;;;;;
2;1260;0114;05;2;1;1;3;010;2;2;2;0;5;0;83;4;5;1260;884;;;;;1;2;5;5;2;5;1;;108.7533;5   3;;0;0;;;;;;;
2;1260;0029;01;1;1;1;1;047;1;1;1;7;1;0;48;4;5;1240;6216;1;1;;1;1;5;5;1;2;5;1;1;110.9103;5135   3;;0;0;;;;;;;
2;1260;0029;02;1;1;2;2;045;1;1;1;4;1;0;46;4;5;1550;5850;1;1;;5;2;5;5;2;1;4;1;5;110.9103;5135   3;;1;0;;;;;;;
2;1260;0029;03;1;1;2;3;019;1;1;1;0;4;0;86;1;5;1473;9434;1;2;;5;1;5;5;1;3;1;2;;103.2796;351553;01;1;0;;;;;;;
2;1260;0044;01;1;1;1;1;031;1;1;1;6;1;0;36;4;4;1318;12242;1;4;;1;1;4;5;1;4;4;1;1;142.8130;5334   3;;0;0;;;;;;;
2;1260;0044;02;1;1;2;2;031;1;1;1;6;1;0;36;4;4;1081;7894;1;4;;1;1;4;5;1;2;4;1;1;142.8130;6334   3;;1;0;;;;;;;
2;1260;0045;01;3;1;1;1;044;1;1;1;5;1;0;36;4;5;5520;89917;1;4;;1;1;4;4;2;3;5;1;1;126.9449;5145   3;;1;0;;;;;;;
2;1260;0045;02;3;1;2;2;041;1;1;1;4;1;0;46;4;5;1518;10900;1;5;;1;1;5;5;1;3;5;1;1;126.9449;5145   3;;1;0;;;;;;;
2;1260;0045;03;3;1;2;3;017;1;1;2;0;5;0;85;3;5;1253;4854;;;;;1;4;5;5;2;1;1;;152.1533;51513;;1;0;;;;;;;
2;1260;0045;04;3;1;1;3;014;1;2;2;0;5;0;84;1;5;1250;3104;;;;;1;2;5;5;2;1;1;;152.1533;55513;;0;0;;;;;;;
2;1260;0045;05;3;1;1;3;007;2;2;2;0;5;0;83;4;5;1260;758;;;;;1;4;5;5;3;4;1;;108.7533;5   3;;0;0;;;;;;;
2;1260;0061;01;5;1;2;1;053;1;1;1;4;2;0;54;4;5;1220;6547;1;2;;1;1;2;5;1;5;4;1;1;110.9103;5135   3;;0;0;;;;;;;
2;1260;0061;02;5;1;1;3;018;1;1;1;0;5;1;85;3;5;9592;8484;1;4;;1;1;2;5;1;5;3;1;;103.2796;35   3;;0;0;;;;;;;
2;1260;0061;03;5;1;1;3;016;1;1;2;0;5;0;85;3;5;1253;4854;;;;;1;2;5;5;2;1;1;;132.9347;55513;;0;0;;;;;;;
2;1260;0083;01;4;1;1;1;064;1;2;1;2;7;0;51;4;;;0;;;;;1;5;5;1;2;4;1;;112.9000;5   2;;0;0;;;;;;;
2;1260;0083;02;4;1;2;2;062;1;1;1;4;7;0;54;4;;;0;;;;;1;5;5;1;2;5;1;;112.9000;5   3;;0;0;;;;;;;
2;1260;0110;01;2;1;2;1;054;1;1;1;2;1;0;56;4;5;1210;16777;1;3;;5;1;5;5;1;5;5;1;1;86.67072;5135   3;;0;0;;;;;;;
2;1260;0110;02;2;1;1;3;018;1;1;3;0;5;0;85;1;5;9592;8484;3;;3;1;1;5;5;5;2;1;1;;80.70771;345513;;0;0;;;;;;;
2;1260;0056;01;4;1;1;1;049;1;1;1;3;1;0;51;4;5;1010;8705;1;3;;1;1;5;4;1;5;3;1;1;110.9103;5233   3;;1;0;;;;;;;
2;1260;0056;02;4;1;2;2;048;1;1;1;6;1;0;46;4;5;1251;4636;1;4;;5;1;5;5;1;2;3;1;1;110.9103;5133   3;;0;0;;;;;;;
2;1260;0056;03;4;1;2;3;020;1;1;2;0;4;0;86;3;5;1450;12024;4;;3;5;1;5;5;5;1;1;1;;103.2796;331113;;0;0;;;;;;;
2;1260;0074;01;4;1;2;2;039;1;1;1;4;1;0;56;4;2;;0;;;;;1;5;5;1;2;4;1;2;176.8965;51 5   3;;0;0;;;;;;;
2;1260;0074;02;4;1;1;1;038;1;1;1;4;1;0;47;4;5;1318;6837;1;4;;1;1;5;5;1;2;4;1;1;176.8965;5135   3;;0;0;;;;;;;
2;1260;0074;03;4;1;2;3;010;1;2;2;0;5;0;83;4;5;1260;688;;;;;1;5;5;5;1;4;1;;91.97110;5   3;;0;0;;;;;;;
2;1260;0074;04;4;1;1;3;005;2;2;2;0;5;0;83;4;5;1260;688;;;;;1;5;5;5;1;4;1;;91.97110;5   3;;0;0;;;;;;;
2;1260;0011;01;4;1;1;1;058;1;1;1;6;1;0;41;4;5;1240;3130;1;4;;1;1;4;5;1;4;5;1;1;112.9000;5334   3;;1;0;;;;;;;
2;1260;0011;02;4;1;2;2;057;1;1;1;6;2;0;32;4;5;1250;5383;1;4;;1;1;4;5;1;4;4;1;1;112.9000;4244   3;;1;0;;;;;;;
2;1260;0017;01;3;1;2;2;048;1;1;1;6;1;0;46;4;5;1190;8916;1;2;;2;4;5;5;1;3;5;1;1;110.9103;5225   3;;0;0;;;;;;;
2;1260;0017;02;3;1;1;1;048;1;1;1;6;1;0;36;4;4;1318;6788;1;2;;5;4;5;5;1;5;5;1;1;110.9103;5335   3;;0;0;;;;;;;
2;1260;0017;03;3;1;1;3;018;1;1;1;0;4;0;86;4;5;1560;7034;1;2;;5;4;4;5;1;5;5;1;;103.2796;35   3;;0;0;;;;;;;
2;1260;0036;01;2;1;1;1;048;1;1;1;4;1;0;54;4;5;1570;8551;1;2;;5;1;3;5;1;4;4;1;1;107.3554;5135   3;;0;0;;;;;;;
2;1260;0036;02;2;1;2;2;041;1;1;1;3;1;0;51;4;5;1260;2831;1;2;;1;1;4;5;1;2;4;1;6;107.3554;6134   3;;0;0;;;;;;;
2;1260;0036;03;2;1;2;3;007;2;2;2;0;5;0;83;4;5;1260;1013;;;;;1;3;5;5;2;4;1;;91.97110;4   3;;0;0;;;;;;;
2;1260;0036;04;2;1;1;3;005;2;2;2;0;5;0;83;4;5;1260;1013;;;;;1;3;5;5;2;4;1;;91.97110;2   3;;0;0;;;;;;;
2;1260;0046;01;4;1;1;1;047;1;2;1;5;1;0;41;4;5;1030;10558;1;4;;1;1;3;3;1;4;4;1;1;107.3554;5144   3;;0;0;;;;;;;
2;1260;0046;02;4;1;2;2;044;1;2;1;6;1;0;41;4;5;1550;5415;1;4;;1;1;3;4;1;3;4;1;5;107.3554;4144   3;;1;0;;;;;;;
2;1260;0046;03;4;1;2;3;003;;;;;;;;;;;0;;;;;;;;;;;;;112.1218;;;0;0;;;;;;;
2;1260;0046;04;4;1;2;3;002;;;;;;;;;;;0;;;;;;;;;;;;;112.1218;;;0;0;;;;;;;
2;1260;0048;01;1;1;2;1;057;1;1;1;4;1;0;55;4;5;1260;1013;3;;1;5;1;4;5;1;4;4;1;1;218.5946;4334   3;;0;0;;;;;;;
2;1260;0049;01;4;1;1;1;065;1;2;1;1;7;0;51;4;;;0;;;;;1;4;5;1;4;5;1;;142.8972;5   3;;0;0;;;;;;;
2;1260;0053;01;1;1;1;1;092;2;2;1;1;7;0;10;1;;;0;;;;;2;5;5;5;3;4;2;;46.03343;4   1;07;0;0;;;;;;;
2;1260;0053;02;1;1;2;2;088;2;2;1;6;7;0;32;1;;;0;;;;;1;2;5;2;4;4;1;;46.03343;4   3;;1;0;;;;;;;
2;1260;0058;01;1;1;1;1;086;1;2;1;1;7;0;51;4;;;0;;;;;3;5;5;3;4;5;2;;46.03343;4   3;01;0;0;;;;;;;
2;1260;0058;02;1;1;2;2;082;2;2;1;1;7;0;55;4;;;0;;;;;3;5;5;5;3;5;2;;46.03343;4   3;01;0;0;;;;;;;
2;1260;0063;01;5;1;1;1;035;1;1;1;2;2;0;61;4;5;1010;10765;1;2;;1;1;4;5;1;3;2;2;5;176.8965;41452453;01;0;0;;;;;;;
2;1260;0063;02;5;1;2;2;033;1;1;1;4;1;0;54;4;4;1248;7022;2;;3;2;1;5;5;1;2;5;1;1;176.8965;5144   3;;0;0;;;;;;;
2;1260;0063;03;5;1;2;3;010;1;2;2;0;5;0;83;4;5;1240;4804;;;;;1;4;5;5;1;5;1;;91.97110;5   3;;0;0;;;;;;;
2;1260;0063;04;5;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;112.1218;;;0;0;;;;;;;
2;1260;0064;01;5;1;1;1;046;1;1;1;6;1;0;36;4;5;1308;12131;1;4;;1;3;4;5;1;5;4;1;1;107.3554;5343   3;;0;0;;;;;;;
2;1260;0064;02;5;1;2;2;041;1;1;1;5;1;0;54;4;5;1253;4818;1;4;;2;2;5;5;1;5;4;1;1;107.3554;4144   3;;0;0;;;;;;;
2;1260;0064;03;5;1;2;3;013;1;1;2;0;5;0;84;3;5;1250;3916;;;;;1;5;5;5;1;1;1;;128.6738;45513;;0;0;;;;;;;
2;1260;0064;04;5;1;1;3;010;2;2;2;0;5;0;83;4;5;1260;1013;;;;;1;4;5;5;2;4;1;;91.97110;4   3;;0;0;;;;;;;
2;1260;0065;01;1;1;1;1;061;1;2;1;2;7;0;61;4;;;0;;;;;2;3;5;1;5;4;1;;112.9000;4   3;;0;0;;;;;;;
2;1260;0065;02;1;1;2;2;058;1;1;1;2;1;0;61;3;5;1240;3579;1;4;;1;1;5;5;4;1;4;1;1;112.9000;5144   3;;0;0;;;;;;;
2;1260;0072;01;1;1;2;1;089;1;2;2;5;7;0;32;4;;;0;;;;;1;5;5;5;2;4;2;;46.03343;4   3;02;0;0;;;;;;;
2;1260;0072;02;1;1;1;3;070;1;1;1;6;7;0;54;4;;;0;;;;;1;5;5;1;5;4;2;;73.80375;4   3;02;0;0;;;;;;;
2;1260;0096;01;3;1;1;1;072;1;2;1;2;7;0;47;4;;;0;;;;;2;2;5;1;1;5;2;;73.80375;5   1;01;0;0;;;;;;;
