PP1;PP2;ECH;PER;PP3;P1;P2;P3;P4;P4A;P4B;P5;P6;P7;P8;P9;P10;P12;P13;DP13;P15;P17;P17A;P15A;P23A;P20;P21;P23;P24;P25;P19;P19A;COEQ;PL9A;PL9B;PLP2;PL27;PL24;PL25;PL26;PL28;PL29;PWE;PFIN
2;1018;0128;01;3;1;2;1;022;1;1;1;0;4;1;88;3;5;1093;2125;4;;1;5;1;5;5;5;5;1;1;;62.43557;231323;;0;0;;;;;;;
2;1018;0129;01;5;1;1;1;033;1;1;1;6;1;0;32;3;5;1142;7183;1;3;;1;2;4;5;1;5;2;1;1;47.88093;62442453;;0;0;;;;;;;
2;1018;0134;01;1;1;1;1;025;1;1;1;6;6;0;36;3;;;0;;;;;1;4;5;2;5;1;1;;37.22053;41553;;0;0;;;;;;;
2;1018;0134;02;1;1;2;4;023;1;1;1;0;4;0;88;3;5;1253;5754;4;;3;1;1;4;5;2;5;1;1;;49.31612;411553;;0;0;;;;;;;
2;1018;0138;01;3;1;2;1;020;1;1;1;0;4;0;87;3;5;1060;1198;4;;1;2;2;5;5;5;5;1;1;;62.43557;242513;;0;0;;;;;;;
2;1018;0139;01;2;1;2;1;019;1;1;2;0;4;0;86;3;5;1253;4043;4;;3;2;1;5;5;5;5;1;1;;62.43557;421553;;0;0;;;;;;;
2;1018;0151;01;2;1;2;1;019;1;1;1;0;4;0;86;3;5;1253;4043;4;;1;5;1;5;5;5;5;1;1;;62.43557;451543;;0;0;;;;;;;
2;1020;0028;01;4;1;2;1;019;1;1;3;0;4;0;86;3;5;1253;4967;4;;1;2;1;5;5;5;3;1;1;;84.09949;321453;;0;0;;;;;;;
2;1020;0052;01;4;1;2;1;021;1;1;1;0;4;0;88;4;5;1010;835;4;;1;5;1;5;5;5;4;3;1;;84.09949;33   3;;0;0;;;;;;;
2;1020;0055;01;4;1;1;1;021;2;1;2;0;4;0;86;4;5;1010;530;4;;3;4;1;4;5;5;4;2;1;;84.09949;352543;;0;0;;;;;;;
2;1020;0518;01;3;1;1;1;022;1;1;1;0;3;0;89;4;5;8888;0;;;;;1;4;5;1;3;5;1;;84.09949;3   3;;0;0;;;;;;;
2;1020;0024;01;2;1;1;1;031;1;1;1;6;1;0;36;4;5;1470;10824;1;3;;1;1;5;5;1;5;4;2;6;120.1820;5234   3;01;1;0;;;;;;;
2;1020;0024;02;2;1;2;2;027;1;1;1;6;1;0;41;2;5;1560;8028;4;;2;5;1;5;5;5;2;1;1;1;120.1820;51341553;;0;0;;;;;;;
2;1020;0033;01;5;1;2;1;023;1;1;1;0;4;0;88;3;5;1302;3505;3;;2;1;1;2;5;2;5;1;1;;84.09949;451553;;0;0;;;;;;;
2;1020;0084;01;2;1;2;2;020;1;1;2;0;3;0;86;3;1;;0;;;;;1;5;5;5;3;1;1;;105.4370;41523;;0;0;;;;;;;
2;1020;0084;02;2;1;1;1;019;1;1;2;0;4;0;86;3;5;1253;4934;4;;1;1;1;5;5;5;4;1;1;;105.4370;441543;;0;0;;;;;;;
2;1020;0108;01;1;1;2;1;020;1;1;2;0;3;0;87;2;5;8888;0;;;;;1;5;5;5;3;1;1;;84.09949;31553;;0;0;;;;;;;
2;1020;0119;01;2;1;1;1;019;1;1;1;0;4;0;86;4;5;1093;1511;4;;3;1;1;1;5;5;5;4;1;;84.09949;44   3;;0;0;;;;;;;
2;1020;0029;01;2;1;1;1;025;1;1;1;0;4;0;88;4;5;1023;975;4;;1;3;1;3;5;3;4;2;1;;95.86048;422553;;0;0;;;;;;;
2;1020;0031;01;4;1;1;1;040;1;1;1;6;1;0;46;4;5;1010;952;4;;1;3;1;3;5;2;4;3;1;5;52.89177;5143   3;;0;0;;;;;;;
2;1020;0054;01;1;1;2;1;050;1;1;1;6;1;0;31;4;2;;0;;;;;1;5;5;2;3;4;1;1;52.89177;53 4   3;;0;0;;;;;;;
2;1020;0060;01;3;1;1;1;050;1;1;1;6;1;0;32;4;5;1502;9670;1;3;;5;1;5;5;1;4;4;1;1;51.63451;5144   3;;0;0;;;;;;;
2;1020;0060;02;3;1;2;2;038;1;2;1;6;2;0;41;4;5;1502;9670;1;3;;5;1;5;5;1;2;4;1;6;93.58184;4144   3;;0;0;;;;;;;
2;1020;0060;03;3;1;1;3;006;2;2;2;0;5;0;83;4;5;1020;306;;;;;1;3;5;5;2;4;1;;46.95700;4   3;;0;0;;;;;;;
2;1020;0062;01;4;1;1;1;063;1;1;1;6;7;0;47;3;;;0;;;;;1;5;5;2;4;1;1;;123.5279;51413;;0;0;;;;;;;
2;1020;0062;02;4;1;2;2;062;1;1;1;4;7;0;46;4;;;0;;;;;3;5;5;1;2;2;2;;123.5279;42423;01;0;0;;;;;;;
2;1020;0067;01;5;1;2;1;036;1;1;1;2;1;0;51;4;5;1092;1555;1;3;;1;1;3;5;1;3;5;1;6;120.1820;5145   3;;0;0;;;;;;;
2;1020;0067;02;5;1;2;3;018;1;1;2;2;6;0;56;3;;;0;;;;;1;5;5;5;2;1;1;;105.4370;51443;;0;0;;;;;;;
2;1020;0069;01;5;1;1;1;046;1;1;1;6;1;0;47;4;5;8888;0;;;;;2;5;5;1;5;2;1;1;72.75554;52 22553;;1;0;;;;;;;
2;1020;0069;02;5;1;2;2;044;1;1;1;6;2;0;36;2;5;1470;10826;3;;2;1;1;2;5;5;5;2;1;1;72.75554;32152543;;0;0;;;;;;;
2;1020;0069;03;5;1;1;3;007;2;2;2;0;5;0;83;4;5;1020;306;;;;;1;5;5;5;4;4;1;;66.16469;5   3;;0;0;;;;;;;
2;1020;0069;04;5;1;1;3;005;2;2;2;0;5;0;83;4;5;1020;306;;;;;1;5;5;5;4;4;1;;66.16469;5   3;;0;0;;;;;;;
2;1020;0070;01;1;1;1;1;024;1;1;1;0;4;0;88;3;5;1053;1170;4;;1;1;1;3;5;5;5;3;1;;84.09949;33   3;;1;0;;;;;;;
2;1020;0074;01;2;1;2;1;023;1;1;1;0;4;0;88;3;5;1023;975;1;4;;1;2;5;5;2;3;2;1;;84.09949;422553;;0;0;;;;;;;
2;1020;0083;01;3;1;2;1;029;1;1;1;6;6;0;81;4;;;0;;;;;2;4;5;1;3;3;1;;95.86048;3   3;;1;0;;;;;;;
2;1020;0102;01;2;1;2;1;026;1;1;1;6;1;0;46;4;5;1450;12565;1;3;;5;1;3;5;1;5;3;1;1;95.86048;5145   3;;0;0;;;;;;;
2;1020;0107;01;2;1;2;1;020;1;1;2;0;4;0;87;4;5;1093;1336;4;;1;2;1;2;5;5;4;3;1;;84.09949;45   3;;0;0;;;;;;;
2;1020;0125;01;3;1;2;1;023;1;1;1;0;4;1;88;4;5;1020;379;4;;1;5;1;2;5;3;4;2;1;;84.09949;442333;;0;0;;;;;;;
2;1020;0139;01;1;1;1;1;020;1;1;1;0;4;0;86;3;5;1473;10539;4;;1;5;1;3;5;5;3;1;1;;84.09949;431353;;0;0;;;;;;;
2;1020;0003;01;4;1;1;1;023;1;1;1;0;4;0;86;3;5;1093;1146;4;;3;2;1;5;5;5;5;1;1;;105.4370;441513;;0;0;;;;;;;
2;1020;0003;02;4;1;2;2;022;1;1;2;0;4;0;86;3;5;1093;1146;4;;3;2;1;5;5;5;5;1;1;;105.4370;441413;;0;0;;;;;;;
2;1020;0009;01;5;1;1;1;032;1;1;1;6;1;0;36;3;5;9625;30355;1;4;;1;1;2;5;1;3;3;1;1;131.8613;5334   2;;1;0;;;;;;;
2;1020;0009;02;5;1;2;2;032;1;1;1;6;6;0;36;4;;;0;;;;;1;4;5;4;3;2;1;;131.8613;32423;;1;0;;;;;;;
2;1020;0009;03;5;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;106.3371;;;0;0;;;;;;;
2;1020;0009;04;5;1;2;3;001;;;;;;;;;;;0;;;;;;;;;;;;;106.3371;;;0;0;;;;;;;
2;1020;0016;01;5;1;1;1;044;1;1;1;6;1;0;36;4;4;1318;6107;1;4;;4;1;2;5;1;4;4;1;1;72.75554;5134   3;;1;0;;;;;;;
2;1020;0016;02;5;1;2;2;042;1;1;1;6;1;0;36;4;4;1470;10936;1;4;;4;1;4;5;1;4;3;1;1;72.75554;5132   2;;1;0;;;;;;;
2;1020;0016;03;5;1;1;3;015;1;1;2;0;5;0;85;4;5;1033;803;;;;;1;4;5;5;2;2;1;;102.8464;44523;;0;0;;;;;;;
2;1020;0016;04;5;1;1;3;011;1;1;2;0;5;0;84;3;5;1033;803;;;;;1;4;5;5;1;4;1;;102.8464;3   3;;0;0;;;;;;;
2;1020;0042;01;3;1;2;1;023;1;1;1;0;4;0;88;4;5;1102;2634;1;4;;2;1;3;5;1;3;2;1;;84.09949;452553;;0;0;;;;;;;
2;1020;0046;01;3;1;2;1;018;1;1;1;0;5;0;85;3;5;1393;17282;4;;3;1;1;5;5;5;4;1;1;;84.09949;431513;;0;0;;;;;;;
2;1020;0117;01;2;1;1;1;027;1;1;1;6;1;0;36;4;5;1578;7208;1;3;;2;1;4;2;1;2;5;1;1;120.1820;5244   3;;0;0;;;;;;;
2;1020;0117;02;2;1;2;2;022;1;1;1;6;1;2;46;4;5;1470;10706;1;3;;1;1;4;5;1;2;5;1;1;105.4370;5245   3;;0;0;;;;;;;
2;1020;0134;01;5;1;2;1;022;1;1;1;0;4;0;88;3;5;1050;629;4;;2;2;1;4;5;4;3;1;1;;84.09949;441413;;0;0;;;;;;;
2;1020;0148;01;1;1;2;1;022;1;1;1;0;4;1;88;3;5;1510;10328;4;;1;3;1;5;5;5;5;1;1;;84.09949;331553;;0;0;;;;;;;
2;1020;0155;01;5;1;2;1;021;1;1;1;0;4;0;88;3;5;1093;1146;4;;1;2;1;2;5;5;5;1;1;;84.09949;442513;;0;0;;;;;;;
2;1020;0521;01;1;1;1;1;023;1;1;1;0;4;0;87;3;5;1308;3350;4;;2;2;1;4;5;5;2;1;1;;84.09949;431543;;0;0;;;;;;;
2;1020;0650;01;1;1;2;1;019;1;1;1;0;4;0;86;3;5;1253;6022;4;;2;5;1;5;5;5;5;1;1;;84.09949;451553;;0;0;;;;;;;
2;1020;0007;01;3;1;1;1;022;1;1;2;0;4;0;86;3;5;1253;4587;4;;3;1;1;5;5;5;3;1;1;;84.09949;421453;;0;0;;;;;;;
2;1020;0025;01;5;1;2;1;020;1;1;2;0;4;0;87;4;5;1090;910;4;;1;1;1;4;5;5;5;3;1;;84.09949;33   3;;0;0;;;;;;;
2;1020;0043;01;3;1;2;1;022;1;1;1;0;4;0;86;4;5;3033;22368;1;4;;4;1;4;5;1;4;4;1;;84.09949;43   3;;0;0;;;;;;;
2;1020;0053;01;2;1;1;1;020;1;1;2;0;4;0;86;4;5;1093;728;4;;3;2;1;5;5;5;5;2;1;;84.09949;452433;;0;0;;;;;;;
2;1020;0065;01;4;1;2;1;021;1;1;1;0;4;0;86;4;5;1093;728;3;;1;1;1;5;5;2;5;4;1;;84.09949;45   3;;0;0;;;;;;;
2;1020;0078;01;5;1;2;1;047;1;1;2;5;6;0;56;4;;;0;;;;;1;3;5;5;2;3;1;;52.89177;3   3;;1;0;;;;;;;
2;1020;0100;01;5;1;2;1;063;1;1;1;5;7;0;54;4;;;0;;;;;1;4;5;2;2;4;1;;98.52926;4   3;;0;0;;;;;;;
2;1020;0112;01;3;1;2;1;025;1;1;1;6;1;0;46;4;5;1030;946;1;2;;5;1;4;5;1;4;5;1;1;95.86048;6345   3;;0;0;;;;;;;
2;1020;0114;01;1;1;1;1;040;1;1;1;2;6;0;32;4;;;0;;;;;1;2;5;1;4;3;1;;66.31136;5   3;;0;0;;;;;;;
2;1020;0114;02;1;1;2;2;024;1;1;2;6;1;0;41;4;5;1060;1680;4;;1;2;1;5;5;5;2;1;1;6;105.4370;61443512;;0;0;;;;;;;
2;1020;0140;01;1;1;2;1;022;1;1;1;0;4;0;88;3;5;1510;10384;4;;1;5;1;5;5;5;3;1;1;;84.09949;431413;;0;0;;;;;;;
2;1020;0144;01;4;1;2;1;022;1;1;1;0;4;0;88;3;5;1470;11119;4;;1;2;1;5;5;5;3;1;1;;84.09949;351513;;0;0;;;;;;;
2;1020;0161;01;3;1;1;1;028;1;1;2;6;6;0;47;4;;;0;;;;;1;4;5;5;4;3;1;;95.86048;4   3;;0;0;;;;;;;
2;1020;0006;01;3;1;2;1;027;1;1;1;5;1;0;36;2;4;1118;3164;2;;1;3;1;5;5;3;5;1;1;1;95.86048;51442513;;1;0;;;;;;;
2;1020;0010;01;4;1;1;1;026;1;1;1;6;1;0;55;3;5;1010;766;4;;3;4;1;4;5;3;2;1;1;5;95.86048;51331423;;0;0;;;;;;;
2;1020;0012;01;4;1;1;1;023;1;1;1;0;4;0;88;3;5;1050;1307;4;;3;4;1;5;5;5;4;2;1;;84.09949;344523;;0;0;;;;;;;
2;1020;0017;01;3;1;1;1;043;1;1;1;6;6;0;31;4;;;0;;;;;2;4;3;2;4;4;1;;66.31136;5   3;;1;0;;;;;;;
2;1020;0017;02;3;1;2;2;038;1;1;1;6;1;0;31;4;1;;0;;;;;2;4;5;4;2;4;2;2;120.1820;63 5   3;01;1;0;;;;;;;
2;1020;0022;01;2;1;2;1;060;1;1;1;6;7;0;41;1;;;0;;;;;1;5;5;5;5;2;1;;98.52926;32353;;1;0;;;;;;;
2;1020;0023;01;2;1;2;1;018;1;1;2;0;4;0;86;4;5;1020;325;4;;1;4;1;5;5;5;4;2;1;;84.09949;322553;;0;0;;;;;;;
2;1020;0030;01;2;1;1;1;064;1;1;2;6;1;0;32;2;3;1453;12754;4;;2;1;1;5;5;5;4;1;1;1;98.52926;51331133;;1;0;;;;;;;
2;1020;0032;01;3;1;2;1;019;1;1;1;0;4;0;86;4;5;1102;2970;4;;3;2;1;5;5;5;5;1;1;;84.09949;441523;;0;0;;;;;;;
2;1020;0045;01;3;1;1;1;042;1;1;1;5;1;0;22;4;3;1040;1356;1;3;;5;1;3;5;1;4;5;1;1;51.63451;5334   3;;0;0;;;;;;;
2;1020;0045;02;3;1;2;3;007;2;2;2;0;5;0;83;4;5;1180;2496;;;;;1;5;5;5;1;5;2;;46.95700;5   3;01;0;0;;;;;;;
2;1020;0045;03;3;1;2;3;006;2;2;2;0;5;0;83;4;5;1180;2496;;;;;1;5;5;5;1;5;2;;46.95700;5   3;01;0;0;;;;;;;
2;1020;0056;01;1;1;1;1;036;1;1;1;6;1;0;46;2;5;1170;3104;4;;1;1;1;5;5;2;3;1;1;1;95.86048;52455513;;0;0;;;;;;;
2;1020;0064;01;1;1;1;1;023;1;1;1;6;2;0;47;4;5;1118;3164;3;;1;4;1;1;5;5;5;4;1;1;84.09949;2345   3;;1;0;;;;;;;
2;1020;0090;01;5;1;1;1;031;1;1;1;6;1;0;36;4;3;9624;43078;2;;2;1;1;2;5;1;1;3;1;1;120.1820;5333   3;;0;0;;;;;;;
2;1020;0090;02;5;1;2;2;030;1;1;1;6;2;0;41;4;5;1340;21199;1;3;;1;1;2;5;1;2;3;1;6;120.1820;4134   2;;0;0;;;;;;;
2;1020;0133;01;2;1;1;1;026;1;1;1;6;1;2;36;2;5;1578;6957;3;;2;5;1;4;5;2;1;1;1;1;120.1820;52421143;;0;0;;;;;;;
2;1020;0133;02;2;1;2;2;026;1;1;1;0;3;0;86;4;5;8888;0;;;;;1;4;5;1;2;5;1;;120.1820;5   3;;1;0;;;;;;;
2;1020;0136;01;5;1;1;1;032;1;1;1;6;1;0;47;4;3;1010;833;3;;2;1;1;1;5;2;5;5;1;1;95.86048;5245   3;;0;0;;;;;;;
2;1020;0047;01;5;1;2;1;060;1;2;2;1;1;0;56;4;5;8888;0;;;;;1;3;5;5;5;5;1;1;98.52926;52 5   3;;0;0;;;;;;;
2;1020;0061;01;5;1;1;1;040;1;1;1;6;1;0;51;3;5;9920;201073;3;;1;1;1;1;5;5;2;5;1;1;66.31136;5131   3;;0;0;;;;;;;
2;1020;0061;02;5;1;2;2;038;1;1;1;6;1;0;32;4;5;9621;26029;1;3;;1;1;5;5;1;5;5;1;1;120.1820;5135   3;;0;0;;;;;;;
2;1020;0077;01;2;1;1;1;056;1;1;1;4;1;0;41;3;5;1020;356;3;;1;1;1;5;5;5;5;5;1;1;123.5279;5145   3;;0;0;;;;;;;
2;1020;0077;02;2;1;2;2;053;1;2;1;3;1;0;41;3;5;1020;356;3;;1;1;1;5;5;5;5;5;1;1;66.31136;5145   3;;1;0;;;;;;;
2;1020;0087;01;1;1;1;1;019;1;1;2;0;4;0;86;3;5;1093;1809;4;;1;1;1;4;5;5;4;1;1;;84.09949;452513;;0;0;;;;;;;
2;1020;0089;01;5;1;1;1;066;1;1;1;4;7;0;23;4;;;0;;;;;1;2;5;1;5;5;1;;123.7185;5   3;;0;0;;;;;;;
2;1020;0091;01;2;1;2;1;058;1;1;1;5;1;0;22;4;5;1030;828;3;;1;5;1;4;5;2;5;4;1;1;123.5279;5324   3;;0;0;;;;;;;
2;1020;0091;02;2;1;2;3;021;1;1;3;0;4;0;86;3;5;1453;12561;4;;3;2;1;4;5;5;2;1;1;;105.4370;441443;;0;0;;;;;;;
2;1020;0113;01;4;1;2;1;090;1;2;2;2;8;0;82;3;;;0;;;;;2;3;5;5;5;2;2;;110.5580;52523;02;0;0;;;;;;;
2;1020;0128;01;4;1;2;1;028;1;1;2;0;4;0;88;4;5;1500;8880;4;;2;1;1;5;5;5;2;2;1;;62.43557;432433;;0;0;;;;;;;
2;1020;0005;01;3;1;1;1;025;1;1;1;5;1;0;47;4;5;1248;6651;1;4;;2;1;5;5;1;5;4;1;1;120.1820;5235   3;;0;0;;;;;;;
2;1020;0005;02;3;1;2;2;023;1;1;1;0;4;1;88;3;5;1053;1325;3;;3;5;1;5;5;5;3;1;1;;105.4370;353313;;0;0;;;;;;;
2;1020;0038;01;1;1;2;1;020;1;1;1;0;4;0;86;3;5;1102;3336;4;;1;5;1;4;5;3;3;1;1;;84.09949;431443;;0;0;;;;;;;
2;1020;0057;01;4;1;2;2;043;1;1;1;6;1;0;36;4;4;9620;45412;1;3;;2;1;5;5;1;4;5;1;6;72.75554;5343   3;;0;0;;;;;;;
2;1020;0057;02;4;1;1;1;042;1;1;1;6;1;0;32;4;5;1570;8471;1;3;;5;1;5;5;1;5;5;1;1;72.75554;5124   3;;0;0;;;;;;;
2;1020;0057;03;4;1;2;3;010;2;1;2;0;5;0;83;4;5;1020;526;;;;;1;5;5;5;1;5;1;;66.16469;3   3;;0;0;;;;;;;
2;1020;0057;04;4;1;2;3;003;;;;;;;;;;;0;;;;;;;;;;;;;106.3371;;;0;0;;;;;;;
2;1020;0072;01;3;1;2;1;022;1;1;1;0;4;1;88;3;5;1253;5923;3;;1;1;1;2;5;3;5;1;1;;84.09949;451543;;1;0;;;;;;;
2;1020;0088;01;2;1;2;1;063;1;1;2;3;7;0;51;4;;;0;;;;;1;5;5;5;2;3;1;;98.52926;4   3;;1;0;;;;;;;
2;1020;0093;01;5;1;2;1;019;1;1;1;0;4;0;86;3;5;1093;1501;3;;1;1;1;5;5;1;5;2;1;;84.09949;352553;;1;0;;;;;;;
2;1020;0121;01;2;1;2;1;022;1;1;1;0;4;0;88;4;5;1500;8934;1;4;;1;1;5;5;1;3;5;1;;84.09949;43   3;;0;0;;;;;;;
2;1020;0126;01;4;1;1;1;038;1;1;2;6;2;0;55;4;5;1010;516;4;;1;1;1;5;5;5;4;2;1;6;120.1820;51252323;;0;0;;;;;;;
2;1020;0126;02;4;1;1;4;036;1;1;2;4;9;0;54;4;;;0;;;;;1;5;5;5;4;2;1;;120.1820;52323;;0;0;;;;;;;
2;1020;0154;01;3;1;1;1;019;1;1;1;0;4;0;86;3;5;1302;3912;3;;3;1;1;5;5;2;2;1;1;;84.09949;451553;;0;0;;;;;;;
2;1020;0001;01;4;1;1;1;082;1;1;1;4;7;0;41;1;;;0;;;;;1;5;5;2;4;3;1;;110.5580;4   3;;1;0;;;;;;;
2;1020;0040;01;3;1;2;1;026;1;1;1;5;1;0;41;4;5;1100;2315;1;4;;1;1;4;5;1;5;4;1;1;120.1820;5144   3;;0;0;;;;;;;
2;1020;0040;02;3;1;2;5;022;1;1;2;0;4;0;86;4;5;1093;1547;4;;3;5;1;4;5;5;4;3;1;;105.4370;44   3;;1;0;;;;;;;
2;1020;0115;01;2;1;2;1;042;1;1;1;6;1;0;32;4;5;1020;374;4;;1;4;1;1;5;3;4;2;1;6;52.89177;52242553;;0;0;;;;;;;
2;1020;0132;01;4;1;1;1;044;1;1;2;4;2;0;61;4;5;1010;272;4;;1;5;1;5;5;5;3;3;1;1;51.63451;4345   3;;0;0;;;;;;;
2;1020;0132;02;4;1;2;2;035;1;1;2;6;6;0;56;4;;;0;;;;;1;5;5;5;3;3;1;;93.58184;5   3;;0;0;;;;;;;
2;1020;0132;03;4;1;2;3;001;;;;;;;;;;;0;;;;;;;;;;;;;75.46735;;;0;0;;;;;;;
2;1020;0141;01;3;1;1;1;030;1;1;1;6;1;0;41;4;5;1310;5391;1;2;;1;1;2;5;1;2;3;1;1;95.86048;4144   3;;0;0;;;;;;;
2;1020;0160;01;3;1;2;1;024;1;1;1;0;3;0;88;4;5;8888;0;;;;;1;5;5;1;2;4;1;;84.09949;5   3;;0;0;;;;;;;
2;1020;0002;01;2;1;1;1;042;1;1;1;6;1;0;36;4;1;;0;;;;;1;5;5;1;5;5;1;2;72.75554;73 4   3;;0;0;;;;;;;
2;1020;0002;02;2;1;2;2;038;1;1;1;6;2;0;32;4;5;1302;3992;3;;2;2;1;5;5;1;2;1;1;1;131.8613;41451553;;0;0;;;;;;;
2;1020;0002;03;2;1;2;3;010;2;2;2;0;5;0;83;4;5;1020;230;;;;;1;5;5;5;2;5;1;;66.16469;5   3;;0;0;;;;;;;
2;1020;0002;04;2;1;1;3;007;2;2;2;0;5;0;83;4;5;1020;230;;;;;1;5;5;5;2;5;1;;66.16469;5   3;;0;0;;;;;;;
2;1020;0027;01;5;1;2;1;042;1;1;1;4;1;0;51;4;5;1143;5620;1;4;;1;2;4;5;1;4;4;1;1;66.31136;5144   3;;0;0;;;;;;;
2;1020;0027;02;5;1;2;3;013;1;1;2;0;5;0;84;4;5;1020;296;;;;;1;5;5;5;2;4;1;;93.73705;4   3;;0;0;;;;;;;
2;1020;0066;01;3;1;1;1;024;1;1;1;0;4;0;88;3;5;1253;3963;4;;3;1;1;5;5;5;3;1;1;;84.09949;421543;;0;0;;;;;;;
2;1020;0080;01;3;1;2;1;070;2;2;2;5;7;0;46;4;;;0;;;;;1;5;5;5;5;4;1;;123.7185;5   3;;0;0;;;;;;;
2;1020;0081;01;1;1;1;1;074;1;2;1;2;7;0;54;4;;;0;;;;;1;1;5;1;1;5;1;;155.1081;5   3;;0;0;;;;;;;
2;1020;0081;02;1;1;2;2;067;2;2;2;2;8;0;82;4;;;0;;;;;1;5;5;5;5;5;1;;155.1081;5   3;;0;0;;;;;;;
2;1020;0092;01;2;1;1;1;087;1;2;2;2;7;0;56;4;;;0;;;;;3;5;5;5;3;4;2;;110.5580;5   3;02;0;0;;;;;;;
2;1020;0101;01;1;1;2;1;069;1;1;1;2;7;0;41;4;;;0;;;;;1;5;5;4;5;5;1;;123.7185;5   3;;0;0;;;;;;;
2;1020;0149;01;3;1;2;1;079;1;2;1;2;7;0;22;3;;;0;;;;;1;5;5;5;3;2;2;;123.7185;52421;01;0;0;;;;;;;
2;1020;0015;01;2;1;2;1;047;1;1;1;6;2;0;46;4;5;1190;3757;1;4;;5;2;5;5;1;4;3;1;1;51.63451;4144   3;;0;0;;;;;;;
2;1020;0015;02;2;1;2;3;019;1;1;3;0;4;1;86;3;5;1473;9883;2;;3;2;2;5;5;5;2;1;1;;82.10041;441553;;0;0;;;;;;;
2;1020;0015;03;2;1;2;3;017;1;1;2;0;5;0;85;3;5;1063;1522;;;;;2;5;5;5;2;1;1;;72.99001;41553;;0;0;;;;;;;
2;1020;0034;01;3;1;2;1;089;2;2;2;2;7;0;54;4;;;0;;;;;1;5;5;5;4;4;1;;110.5580;4   3;;0;0;;;;;;;
2;1020;0095;01;2;1;2;1;022;1;1;2;0;4;1;88;3;5;1302;4161;4;;3;1;1;1;5;5;4;1;1;;84.09949;441433;;0;0;;;;;;;
2;1020;0109;01;1;1;2;1;022;1;1;2;4;1;0;54;1;5;1110;3492;4;;3;5;1;5;5;5;2;1;1;1;105.4370;51451413;;1;0;;;;;;;
2;1020;0109;02;1;1;1;5;020;1;1;1;0;4;0;86;4;5;1163;3208;1;3;;1;1;5;2;1;5;5;1;;105.4370;45   3;;0;0;;;;;;;
2;1020;0120;01;4;1;1;1;056;1;1;1;5;6;0;54;4;;;0;;;;;1;5;5;1;3;4;1;;135.5324;5   3;;0;0;;;;;;;
2;1020;0120;02;4;1;2;2;052;1;1;1;5;2;0;51;2;5;1070;2405;3;;3;1;1;5;5;1;2;1;1;1;72.75554;51451113;;1;0;;;;;;;
2;1020;0120;03;4;1;1;3;018;1;1;2;0;4;0;86;3;5;1253;5158;4;;3;2;1;5;5;5;3;1;2;;115.6834;451523;01;0;0;;;;;;;
2;1020;0120;04;4;1;1;3;012;1;1;2;0;5;0;84;3;5;1010;1141;;;;;1;4;5;5;2;1;1;;102.8464;51423;;0;0;;;;;;;
2;1020;0120;05;4;1;2;3;012;1;1;2;0;5;0;84;3;5;1010;1141;;;;;1;5;5;5;2;1;1;;102.8464;51513;;0;0;;;;;;;
2;1020;0122;01;3;1;2;1;063;2;1;2;1;7;0;41;4;;;0;;;;;1;5;5;5;3;3;1;;98.52926;5   3;;1;0;;;;;;;
2;1020;0131;01;2;1;1;1;025;1;1;1;6;1;0;48;4;5;1251;3951;1;4;;4;1;5;5;1;2;5;1;1;120.1820;5345   3;;0;0;;;;;;;
2;1020;0131;02;2;1;1;4;025;1;1;1;6;1;0;36;2;5;1240;4744;1;3;;1;1;2;5;1;2;2;1;1;120.1820;53432443;;0;0;;;;;;;
2;1020;0143;01;3;1;2;1;021;1;1;1;0;4;0;88;3;5;1240;4864;4;;1;2;1;5;5;5;5;1;2;;62.43557;451513;01;0;0;;;;;;;
2;1020;0150;01;5;1;1;1;038;1;1;1;6;1;0;36;4;5;9620;29689;1;3;;2;1;5;5;1;5;5;1;1;120.1820;5345   3;;0;0;;;;;;;
2;1020;0150;02;5;1;2;2;025;1;1;1;0;4;0;88;3;5;1253;3768;4;;3;3;1;5;5;4;2;1;1;;120.1820;441523;;0;0;;;;;;;
2;1020;0151;01;2;1;2;1;030;1;1;1;3;1;0;56;2;5;1040;2579;4;;2;1;1;5;5;5;2;1;1;1;95.86048;51431533;;0;0;;;;;;;
2;1020;0063;01;4;1;1;1;026;1;1;2;4;6;0;55;3;;;0;;;;;1;2;5;5;5;1;2;;95.86048;31523;01;0;0;;;;;;;
2;1023;0138;01;4;1;2;2;048;1;1;1;3;1;0;51;4;5;1020;219;4;;2;1;1;5;5;4;4;5;1;1;66.31136;5145   3;;0;0;;;;;;;
2;1023;0138;02;4;1;1;1;045;2;1;1;3;2;0;47;4;1;;0;;;;;1;5;5;4;4;3;1;6;66.31136;51 5   3;;0;0;;;;;;;
2;1028;0014;01;2;1;2;1;041;1;1;2;4;1;0;41;4;5;1020;1181;4;;3;4;1;5;5;5;4;3;1;1;66.31136;5144   3;;0;0;;;;;;;
2;1028;0014;02;2;1;2;3;015;1;1;2;0;5;0;85;4;5;1023;1632;;;;;1;5;5;5;4;3;1;;93.73705;4   3;;0;0;;;;;;;
2;1028;0026;01;2;1;1;1;030;1;1;2;5;1;0;46;3;5;1500;8842;4;;3;4;1;5;5;5;4;1;1;1;93.58184;51441513;;1;0;;;;;;;
2;1028;0026;02;2;1;2;2;025;1;1;2;4;6;0;46;3;;;0;;;;;2;5;5;5;4;2;2;;93.58184;42523;02;0;0;;;;;;;
